,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_47,uid_267455,58964,32554,7328,118244,8605,1082,7263,7001,49530,5673,1247,1080,163645,4754,152017
epoch_47,uid_73381,58964,6114,85736,1082,8605,32554,1301,7263,5673,115713,118244,1340,2761,7328,163645
epoch_47,uid_117628,58964,6114,85736,969,5833,1082,5673,8605,88125,118244,32554,7328,7263,58559,7001
epoch_47,uid_21453,85736,6114,58964,5833,8605,1082,969,88125,5673,118244,32554,7263,7328,7001,151731
epoch_47,uid_229622,85736,58964,6114,7835,5833,8605,7205,1082,969,88125,32554,7263,5673,118244,7328
epoch_47,uid_167368,5833,7328,1082,88125,5673,104272,32554,49530,8605,4754,7001,4995,457,2761,151731
epoch_47,uid_21772,58964,6114,5833,5673,88125,8605,1082,969,307,118244,7328,32554,151731,1340,7001
epoch_47,uid_176555,5673,307,58964,7328,85736,68954,1082,2130,2290,5833,3543,49530,1301,32554,5649
epoch_47,uid_166868,85736,58964,6114,1235,5833,7263,7835,118244,7482,1219,1500,1082,905,115713,1301
epoch_48,uid_128088,122926,26729,2010,151731,5105,138702,1219,49530,96281,92535,68159,65514,32139,7023,81845
epoch_48,uid_267455,2010,138702,122926,3476,32139,6684,91529,68159,84152,1185,1844,5489,6016,3916,26164
epoch_48,uid_73381,152017,151731,138702,122926,2010,1210,92535,6684,49530,36276,32139,7001,2028,2550,26164
epoch_48,uid_117628,152017,151731,2010,138702,114662,26729,122926,3476,6684,32139,36276,49530,4995,1689,5954
epoch_48,uid_21453,152017,138702,2010,26729,114662,104374,122926,3476,2028,49530,6684,32139,36276,1340,4995
epoch_48,uid_229622,152017,138702,151731,2010,114662,122926,104374,26729,92535,49530,2028,6684,32139,3679,3476
epoch_48,uid_167368,2010,138702,152017,122926,3679,6684,96281,68159,92535,923,5489,1689,32139,7023,91529
epoch_48,uid_21772,152017,138702,2010,114662,104374,122926,49530,32139,3476,6684,36276,1844,5690,6296,5489
epoch_48,uid_176555,2010,32139,138702,5489,118244,2550,1844,122926,68159,58559,5105,104374,6684,99149,134881
epoch_48,uid_166868,138702,122926,152017,114662,151731,92535,2010,3679,55052,5225,8605,3476,6684,68159,7001
epoch_49,uid_128088,26164,3421,93988,1096,8340,7700,30707,26326,911,2901,4440,97304,5690,8827,172591
epoch_49,uid_267455,99149,3421,60904,5105,1132,3760,2901,134881,57464,97304,4995,7700,81535,457,51255
epoch_49,uid_73381,5489,60904,99149,6016,3421,96281,5105,1132,134881,4754,2901,57464,3760,93988,67
epoch_49,uid_117628,26164,5489,60904,5952,99149,3421,5105,96281,5690,1270,4754,134881,67,6453,2901
epoch_49,uid_21453,5489,6016,26164,60904,1185,99149,5690,3421,96281,5105,1132,2901,57464,3760,4754
epoch_49,uid_229622,5489,26164,36276,508,60904,1185,99149,1270,4995,96281,3421,5105,134881,1291,2901
epoch_49,uid_167368,7700,99149,3421,26164,134881,6453,5105,8340,97304,2901,1844,1132,3760,67,57464
epoch_49,uid_21772,60904,26164,99149,1132,3421,4995,5105,96281,2901,134881,1270,1291,81535,57464,1301
epoch_49,uid_176555,2901,60904,8605,96281,3421,6453,1132,88125,3910,60766,26164,1090,508,3760,31658
epoch_49,uid_166868,7328,81535,5489,6016,36276,60904,96281,3760,32139,1185,111,5105,26164,2901,134881
epoch_50,uid_128088,67,134881,7027,6453,3760,57464,8012,88977,1227,1844,104913,36363,1247,1036,602
epoch_50,uid_267455,67,6453,88977,1904,5649,93208,8827,3341,3100,26524,54281,7027,50011,173145,1090
epoch_50,uid_73381,6453,5649,88977,1904,8827,3341,7027,1844,54281,93208,50011,1689,8012,265,72641
epoch_50,uid_117628,88977,5649,3760,57464,1904,1844,5103,8827,93208,54281,1301,3341,115713,7027,26524
epoch_50,uid_21453,67,6453,134881,88977,5649,1904,8827,5103,1844,3341,93208,1301,7027,26524,115713
epoch_50,uid_229622,67,6453,88977,5649,3760,57464,1904,8827,1844,3341,1036,1340,93208,1301,7027
epoch_50,uid_167368,88977,2300,1904,8827,5649,7027,26524,3341,54281,93208,173145,64278,50011,1227,5508
epoch_50,uid_21772,67,6453,88977,3760,1904,5649,5103,8827,93208,68954,3341,50011,115713,265,1036
epoch_50,uid_176555,67,88977,1904,57464,93208,8827,54259,1036,26524,115713,5508,54281,3341,6985,5103
epoch_50,uid_166868,67,6453,1904,57464,7027,32554,3341,8827,88977,36363,3100,1689,50011,1844,1291
epoch_51,uid_128088,173145,7484,26007,93208,4102,1291,115122,4783,107771,40491,6296,4754,495,6063,111
epoch_51,uid_267455,7034,7484,45081,93988,64278,916,115122,1220,26550,58381,1265,1178,96728,4783,7419
epoch_51,uid_73381,173145,7034,45081,26524,68159,96728,7484,7419,916,6063,64278,58381,115122,1247,4783
epoch_51,uid_117628,173145,7034,45081,68159,72641,6296,64278,115122,93988,96728,1244,58381,916,1247,7484
epoch_51,uid_21453,7034,173145,45081,72641,68159,6296,93988,64278,96728,115122,1291,58381,7484,916,1036
epoch_51,uid_229622,173145,7034,45081,26524,72641,68159,7484,96728,93988,64278,115713,115122,7001,58381,1090
epoch_51,uid_167368,7034,45081,58381,115122,93988,916,96728,7484,7419,2791,97673,4783,51255,1178,26007
epoch_51,uid_21772,7034,173145,45081,26524,3679,72641,68159,115122,64278,93988,96728,7484,7263,6063,916
epoch_51,uid_176555,173145,64278,7034,72641,8012,96728,58381,916,602,6063,7700,7484,176423,51255,93988
epoch_51,uid_166868,7034,93208,173145,26524,49530,923,7484,7419,93988,96728,55820,457,1090,6063,6296
epoch_52,uid_128088,64278,4517,58559,4406,78544,176423,2664,58381,7073,47,7388,54281,68194,49666,50011
epoch_52,uid_267455,40491,176423,2761,4517,4404,915,8340,2550,4406,48696,7073,7023,307,2664,78160
epoch_52,uid_73381,40491,176423,4517,1291,68954,51255,1036,48696,457,4406,279,78160,2336,7073,8340
epoch_52,uid_117628,40491,176423,68954,1291,1036,4517,2761,1594,51255,457,8340,26326,307,1090,7700
epoch_52,uid_21453,40491,176423,68954,1247,4517,2761,54281,457,1244,1689,51255,1090,7700,48696,8340
epoch_52,uid_229622,40491,176423,68954,4517,1594,2761,457,1247,54281,48696,4406,4404,51255,7073,8340
epoch_52,uid_167368,40491,4517,2664,36363,78160,163645,4404,4406,48696,2336,176423,92694,115713,107771,7073
epoch_52,uid_21772,40491,176423,58381,4517,1247,2761,1594,1244,457,54281,51255,48696,1090,26326,8340
epoch_52,uid_176555,40491,26326,4517,4404,8340,92694,1291,7263,163645,2761,7419,107771,4406,26550,49666
epoch_52,uid_166868,40491,176423,64278,4517,58381,2761,68954,1594,1036,279,4406,4404,1132,2336,48696
epoch_53,uid_128088,7419,2130,69275,32352,48696,2184,101,27790,163645,307,4404,406,43396,69844,34271
epoch_53,uid_267455,2130,101,49666,495,406,32352,26326,60766,112852,6807,32898,8012,36363,6424,34271
epoch_53,uid_73381,2130,69275,495,406,26326,4404,307,32352,26550,49666,3819,92694,36363,3100,78544
epoch_53,uid_117628,2130,7419,69275,495,48696,4404,406,49666,32352,163645,26550,50011,3910,1080,4783
epoch_53,uid_21453,2130,7419,101,495,69275,26326,406,307,49666,4404,50011,32352,163645,26550,3819
epoch_53,uid_229622,2130,7419,101,495,69275,406,49666,26326,32352,163645,26550,50011,32898,307,36363
epoch_53,uid_167368,2130,49666,406,6424,32352,26550,32898,495,26326,307,34271,2971,72226,25788,60766
epoch_53,uid_21772,2130,7419,69275,495,406,49666,4404,26550,32352,163645,3819,4783,1080,60766,36363
epoch_53,uid_176555,69275,495,4783,6807,406,50011,48696,279,77266,78544,32352,32898,2971,3100,78160
epoch_53,uid_166868,2130,49666,406,115122,101,34271,495,32352,6424,32898,69275,2184,3819,26326,4783
epoch_54,uid_128088,26550,6424,1220,27005,92694,91529,279,3342,95377,3761,949,42518,78160,1704,4802
epoch_54,uid_267455,931,7388,78544,92694,107771,27005,4378,911,602,1096,95313,115713,54259,279,103980
epoch_54,uid_73381,7388,931,4378,107771,602,1220,6424,911,27005,1096,95313,77266,2184,1244,1704
epoch_54,uid_117628,2550,7388,92694,8012,4378,931,107771,602,78544,27005,1220,911,77266,6424,279
epoch_54,uid_21453,7388,2550,8012,92694,931,4378,107771,602,1220,4783,27005,911,78544,6424,77266
epoch_54,uid_229622,2550,7388,92694,8012,107771,931,1220,4378,78544,4783,6424,4754,27005,911,2184
epoch_54,uid_167368,8012,2550,7388,911,78544,95313,602,27784,2184,949,27005,279,1704,4802,265
epoch_54,uid_21772,2550,7388,92694,931,8012,4378,107771,1220,4754,78544,602,27005,911,1689,6424
epoch_54,uid_176555,4378,931,7388,1220,2184,911,6424,27005,91529,1096,4440,4995,34271,103980,36363
epoch_54,uid_166868,7388,92694,107771,8012,26550,4378,602,5954,4754,95313,1220,911,27005,2550,78544
epoch_55,uid_128088,77266,55805,6016,3077,25798,1265,49772,165969,7056,27784,60766,6985,27592,97673,7035
epoch_55,uid_267455,77266,95377,26007,2184,49772,27784,2739,165969,55805,3910,3487,7035,3077,265,27592
epoch_55,uid_73381,55805,27784,3910,26007,7700,49772,34271,27790,95377,42518,165969,2739,2467,69844,29
epoch_55,uid_117628,78160,265,7073,27784,26007,2184,55805,165969,34271,49772,54259,42518,31658,27790,2739
epoch_55,uid_21453,279,78160,7073,3910,265,26007,2184,55805,27784,2739,165969,34271,49772,27790,54259
epoch_55,uid_229622,77266,279,26007,78160,27784,602,2739,55805,265,7700,34271,165969,3910,49772,95377
epoch_55,uid_167368,77266,95377,42518,55805,49772,165969,31658,54259,4914,3077,3910,2739,1086,7035,3097
epoch_55,uid_21772,77266,279,7073,78160,3910,55805,2184,27784,26007,34271,49772,165969,95313,2739,42518
epoch_55,uid_176555,165969,55805,2739,26007,27592,7073,27784,3342,49772,7035,4914,3487,27790,42518,29
epoch_55,uid_166868,77266,7073,2739,7700,55805,95377,42518,97304,265,26007,27784,1131,49772,27790,78160
epoch_56,uid_128088,95313,89118,3916,51255,5826,67087,2290,3819,41724,4459,1175,265,5932,2791,32898
epoch_56,uid_267455,42518,2290,4802,2791,25788,65514,1956,1704,1175,949,1249,97673,4690,92008,89118
epoch_56,uid_73381,27592,4802,2290,97673,1249,3916,2791,3077,89118,91529,1175,1090,4440,4690,25798
epoch_56,uid_117628,95377,95313,2290,27592,4802,3916,1175,1704,6807,2791,25798,91529,97673,3077,4440
epoch_56,uid_21453,95377,95313,42518,2290,4802,27592,3916,6807,91529,1704,1175,2791,97673,25798,4440
epoch_56,uid_229622,95313,3916,3819,42518,2290,4802,91529,97673,1704,4440,27592,1175,6807,25798,2791
epoch_56,uid_167368,3916,2290,25798,65514,27592,6807,89118,3100,4690,1175,1956,6063,41724,69844,7056
epoch_56,uid_21772,95377,2290,6807,3916,27592,4802,1175,1704,97673,25788,91529,25798,4440,2791,3077
epoch_56,uid_176555,95377,95313,97673,2791,3916,25798,4802,4690,92008,3077,25788,1956,4262,89118,1265
epoch_56,uid_166868,165969,4802,4440,3916,65514,2290,51255,1704,97673,27592,25788,1249,41724,5826,44191
epoch_57,uid_128088,2774,4690,7759,25788,5952,56339,46322,7075,92008,70293,54997,112852,4326,1625,99437
epoch_57,uid_267455,25798,2774,1227,41724,6985,104913,7056,5932,2336,69481,46322,69844,47610,1941,3097
epoch_57,uid_73381,2774,1080,1227,7023,7035,41724,6985,25788,3487,69481,7056,97304,104913,1625,60766
epoch_57,uid_117628,2774,4690,1227,7023,41724,25788,6985,7035,6063,3100,3487,60766,1249,104913,97304
epoch_57,uid_21453,2774,4690,1227,1080,7023,41724,3077,25788,60766,7035,6063,6985,3100,3487,97304
epoch_57,uid_229622,2774,1244,4690,1227,7023,3077,1080,41724,25788,7035,6063,3487,97304,6985,104913
epoch_57,uid_167368,2774,3487,104913,46322,6985,56339,7075,1249,47610,7759,5932,50872,3578,7300,6021
epoch_57,uid_21772,2774,4690,1227,7023,41724,6985,3487,7035,1249,3100,1265,97304,69844,72226,104913
epoch_57,uid_176555,2774,7023,1249,1227,45081,41724,104913,46322,233,1079,5932,2336,7759,2502,72226
epoch_57,uid_166868,4690,2774,25798,1227,3077,1244,7023,56339,60766,3487,7056,7035,104913,3421,6985
epoch_58,uid_128088,3475,1090,47423,31364,5673,110445,3487,104272,4680,3770,6021,233,2336,32840,3543
epoch_58,uid_267455,3475,104272,7759,3543,3342,4680,233,5826,44191,57669,70293,4326,99437,2467,51562
epoch_58,uid_73381,5932,3475,3543,7759,5826,104272,1265,3342,92008,233,54259,70293,56339,81535,110445
epoch_58,uid_117628,5932,3475,3543,7759,5826,1265,89118,7056,92008,3342,2336,104272,36363,233,44191
epoch_58,uid_21453,5932,3475,7759,7056,3543,1265,89118,3342,5826,92008,2336,104272,233,36363,44191
epoch_58,uid_229622,5932,3475,7759,7056,1265,3342,89118,5826,3543,92008,2336,104272,54259,44191,233
epoch_58,uid_167368,92008,3342,3475,5826,233,44191,3543,4680,112852,4326,99437,81535,3770,70293,27790
epoch_58,uid_21772,5932,3475,7759,3543,7056,89118,2336,104272,5826,92008,3342,233,44191,7027,4406
epoch_58,uid_176555,7056,5826,1952,3475,1270,69481,104272,7361,65514,2467,112852,3770,57669,6874,44191
epoch_58,uid_166868,5932,3475,3342,7759,89118,8340,1265,104272,356,3543,5673,233,1247,50872,1625
epoch_59,uid_128088,1080,1086,31658,135887,118082,3881,5989,1941,4383,1178,93006,86833,2467,4914,57669
epoch_59,uid_267455,3761,135887,6533,1086,93006,110445,48394,112421,5989,6874,68194,56339,3881,2502,4914
epoch_59,uid_73381,3761,4680,1086,6533,1178,135887,1941,31658,5989,112421,93006,32898,4326,103980,118082
epoch_59,uid_117628,3761,4680,135887,69844,1086,1178,110445,1941,6533,4406,2502,112421,32898,1625,118082
epoch_59,uid_21453,3761,4680,69844,135887,1086,1178,1941,110445,31658,4406,6533,112421,2502,118082,32898
epoch_59,uid_229622,3761,4680,69844,135887,1086,1941,1178,31658,110445,6533,112421,916,1625,93006,118082
epoch_59,uid_167368,3761,135887,6533,1941,110445,93006,112421,48394,103980,31364,118082,57669,2502,1669,2467
epoch_59,uid_21772,3761,4680,135887,31658,1178,1086,1941,110445,6533,112421,32898,2502,118082,2467,6874
epoch_59,uid_176555,6533,3761,4680,48394,7027,457,1086,135887,112421,97304,1178,1941,118082,110445,86833
epoch_59,uid_166868,92008,3761,4680,1080,1086,112421,54281,110445,1941,135887,93006,1178,4326,163645,5989
epoch_60,uid_128088,127198,144138,136564,556,1545,56286,31116,7300,1669,4723,2202,5994,112421,59590,26151
epoch_60,uid_267455,118082,144138,31116,136564,3271,127198,4262,56286,7300,556,1131,29,1625,3038,67087
epoch_60,uid_73381,144138,31116,136564,65514,6874,127198,99437,3271,6807,556,112852,1669,1131,4262,47610
epoch_60,uid_117628,144138,136564,31116,65514,127198,6874,69481,99437,1096,93006,3271,112852,4914,1669,29
epoch_60,uid_21453,144138,136564,65514,31116,6874,127198,93006,99437,69481,3271,1096,112852,4914,50872,1669
epoch_60,uid_229622,144138,136564,65514,31116,99437,6874,127198,3271,1096,69481,112852,4914,556,3100,1131
epoch_60,uid_167368,144138,136564,127198,3271,31116,69481,1545,59590,1131,6874,67087,3985,2202,556,26151
epoch_60,uid_21772,136564,144138,65514,31116,127198,99437,93006,69481,1096,112852,3271,4914,1669,54259,1131
epoch_60,uid_176555,136564,31116,127198,144138,99437,1669,3881,3038,3271,93006,2664,72308,3179,3152,50872
epoch_60,uid_166868,118082,144138,136564,6533,99437,127198,1096,3271,6874,31116,4914,7300,3985,69481,47610
epoch_61,uid_128088,3606,85179,2739,86142,2966,27912,3813,44191,3181,1466,51562,122886,112290,4732,4105
epoch_61,uid_267455,85179,1669,31364,3181,2966,27912,112290,59590,122886,3606,86142,3813,1466,6021,3152
epoch_61,uid_73381,3881,3606,31364,3181,59590,3038,85179,2966,3152,6021,7300,112290,122886,3813,27912
epoch_61,uid_117628,3881,3181,31364,3606,3038,85179,59590,2966,6021,3152,112290,3813,3067,86142,7300
epoch_61,uid_21453,3881,3181,31364,85179,3606,59590,3038,2966,112290,3152,6021,27912,3813,7300,122886
epoch_61,uid_229622,3881,85179,3181,1669,31364,3606,59590,60766,3038,2966,112290,3813,27912,6021,122886
epoch_61,uid_167368,85179,3881,3181,3038,27912,3606,112290,122886,2966,3813,1466,76093,4732,4262,7564
epoch_61,uid_21772,3881,85179,3181,3038,31364,3606,59590,2966,112290,3813,3152,6021,7300,86142,27912
epoch_61,uid_176555,3181,85179,31364,3606,59590,2966,112290,6021,3067,3813,7300,86142,27912,920,26151
epoch_61,uid_166868,85179,3606,3881,31364,3181,1669,122886,27912,91529,3813,59590,112290,6021,3038,1466
epoch_62,uid_128088,994,3038,6118,3985,2971,3296,3451,103980,1961,3910,5508,3079,55278,6920,3179
epoch_62,uid_267455,172591,6118,26151,994,4459,7075,4102,4383,3985,1545,3079,3770,4105,142222,30749
epoch_62,uid_73381,172591,994,6118,2971,3097,26151,4459,46322,2664,4102,4914,86142,57669,3079,3770
epoch_62,uid_117628,172591,994,6118,2971,26151,3097,27912,4459,46322,47610,103980,2664,1132,4102,3770
epoch_62,uid_21453,172591,994,6118,2971,26151,3097,4459,46322,29,104913,47610,103980,2664,4102,1625
epoch_62,uid_229622,172591,994,6118,2971,3097,26151,4459,7300,46322,47610,2664,103980,1132,29,4102
epoch_62,uid_167368,172591,994,6118,4459,86142,30749,29,5989,4102,51562,3079,6502,74488,1961,4378
epoch_62,uid_21772,172591,994,2971,6118,26151,4459,3097,29,46322,47610,2664,103980,57669,4102,142222
epoch_62,uid_176555,172591,994,6118,3097,4459,4105,5994,4102,142222,1084,4383,47610,69844,3362,5060
epoch_62,uid_166868,172591,994,4459,3097,6118,46322,2971,3079,26151,86142,103980,2664,307,4102,6502
epoch_63,uid_128088,1192,4529,142222,8712,8951,74488,1956,81535,52319,5329,4378,70159,72308,2426,2502
epoch_63,uid_267455,1192,6920,74488,8712,4732,3733,4529,4345,52319,5508,8951,5329,27803,2610,2426
epoch_63,uid_73381,1192,6920,142222,74488,32840,1545,4732,8712,67087,4383,4529,1956,8951,5329,52319
epoch_63,uid_117628,1192,142222,6920,32840,56339,1545,74488,8712,4732,67087,50872,1956,4529,4262,4383
epoch_63,uid_21453,1192,142222,6920,86142,1545,32840,56339,8712,74488,4732,67087,4529,4262,1956,4383
epoch_63,uid_229622,1192,142222,6920,86142,32840,56339,8712,1545,4732,74488,50872,67087,4529,4383,52319
epoch_63,uid_167368,1192,142222,6920,32840,8712,1625,4529,5329,52319,8951,4383,2610,3733,72308,4345
epoch_63,uid_21772,1192,6920,32840,1545,56339,1625,8712,4732,74488,50872,67087,4529,1956,4262,5329
epoch_63,uid_176555,1192,32840,8712,6920,74488,4529,1545,4732,56339,1625,67087,5329,7075,1223,2610
epoch_63,uid_166868,142222,1192,6920,8712,32840,1545,1175,4383,4732,52319,5329,4529,67087,8951,1956
epoch_64,uid_128088,1249,26150,1955,29,5791,48394,6893,6807,2173,4345,173291,3362,262,76093,3152
epoch_64,uid_267455,5994,26150,47423,3296,1955,173291,3179,2173,5791,3362,1952,54997,3897,7944,77240
epoch_64,uid_73381,2426,5994,26150,5508,4105,3296,3985,5791,1955,68194,173291,47423,48394,1466,3179
epoch_64,uid_117628,2426,3079,81535,5994,48394,26150,57669,5508,47423,3362,5329,8951,3985,1955,4105
epoch_64,uid_21453,3079,1249,2426,81535,5994,48394,57669,26150,5508,5329,47423,8951,3296,3985,4105
epoch_64,uid_229622,3079,1249,2426,81535,5994,4262,26150,5329,57669,5508,3985,47423,3296,48394,1955
epoch_64,uid_167368,2426,5994,26150,47423,1955,3296,173291,5791,3362,4105,2173,68194,6893,3152,52952
epoch_64,uid_21772,3079,2426,5994,48394,26150,3296,47423,3985,5508,4105,8951,1955,3362,4383,3179
epoch_64,uid_176555,2426,3079,3296,1955,81535,47423,3985,5791,26150,8951,173291,76093,4326,1953,1466
epoch_64,uid_166868,74488,31658,2426,29,6807,4262,2173,57669,5994,1955,2966,5791,5508,54259,68194
epoch_65,uid_128088,97639,7944,77240,8973,6791,1596,44788,3271,139644,27831,2159,74508,4919,7564,2607
epoch_65,uid_267455,2159,2607,74508,139644,8973,6502,3451,44788,1596,27790,97639,920,26242,6791,80839
epoch_65,uid_73381,949,56286,7944,2159,77240,139644,920,74508,7075,8973,2607,1596,26236,26242,51562
epoch_65,uid_117628,949,56286,7944,2159,139644,920,5989,77240,4326,7075,2467,122886,74508,8973,2607
epoch_65,uid_21453,56286,949,7944,2159,5989,139644,77240,4326,920,74508,7075,2467,8973,2607,1596
epoch_65,uid_229622,949,56286,8951,7944,2159,5989,4326,77240,27790,74508,7075,8973,139644,920,2467
epoch_65,uid_167368,56286,74508,2159,8973,77240,7944,1596,26242,139644,26236,97639,3451,44788,7728,6791
epoch_65,uid_21772,949,56286,7944,2159,139644,77240,5989,27790,4326,74508,920,8973,7075,122886,2607
epoch_65,uid_176555,2159,7944,56286,949,8973,3451,139644,74508,2607,26242,77240,122886,5989,84156,44788
epoch_65,uid_166868,26150,949,56286,916,7944,77240,7075,74508,8973,2159,1596,2791,112852,3578,26236
epoch_66,uid_128088,175569,1162,5540,80839,4809,84156,2610,5632,3224,171,7728,5570,6371,1610,1572
epoch_66,uid_267455,2202,5540,1162,84156,175569,7564,4809,1079,3578,3224,475,6235,4723,67073,55278
epoch_66,uid_73381,2202,97639,7564,1162,175569,356,6235,5540,80839,1079,84156,3224,4809,54997,1298
epoch_66,uid_117628,173291,2202,51562,3296,97639,1162,7564,175569,1466,5540,6235,80839,356,1079,70293
epoch_66,uid_21453,173291,2202,51562,97639,1162,7564,175569,72226,5540,1466,80839,356,6235,3770,84156
epoch_66,uid_229622,173291,2202,97639,1162,7564,51562,175569,2607,1466,356,84156,5540,80839,72226,6235
epoch_66,uid_167368,1162,5540,84156,175569,80839,2607,67073,4723,1079,3224,6235,475,3897,54997,4809
epoch_66,uid_21772,173291,2202,97639,1162,51562,7564,175569,1466,5540,356,84156,3770,80839,6235,1079
epoch_66,uid_176555,51562,2202,6235,5540,1162,7564,97639,80839,3224,4723,6003,30749,70293,175569,3897
epoch_66,uid_166868,173291,2202,48394,97639,3296,84156,1162,175569,80839,2607,51562,7564,67073,5540,6235
epoch_67,uid_128088,26236,5498,6003,118880,71033,2834,5959,166568,1450,4262,3550,77795,1298,3148,7570
epoch_67,uid_267455,26236,5498,7728,86833,5570,6003,5632,2834,4919,71033,1961,2795,5959,171,118880
epoch_67,uid_73381,2610,5498,7728,86833,5570,44788,6003,2834,2173,5632,1961,55278,71033,6502,4919
epoch_67,uid_117628,84156,2610,26236,7728,5498,86833,5570,44788,6003,2173,4919,2834,3224,5632,71033
epoch_67,uid_21453,2610,26236,5498,7728,86833,5570,44788,2834,2173,3224,4919,71033,6502,6003,5632
epoch_67,uid_229622,2502,2610,3152,26236,5498,7728,86833,5570,4919,44788,71033,2834,2173,6502,3224
epoch_67,uid_167368,5498,2834,86833,4919,2795,5570,55278,71033,5632,171,5959,1450,1298,3550,27831
epoch_67,uid_21772,2610,5498,26236,86833,7728,5570,44788,2834,2173,6003,3224,4919,6502,71033,55278
epoch_67,uid_176555,26236,5498,7728,5570,2173,4919,2834,55278,71033,5632,5959,6502,3578,356,1961
epoch_67,uid_166868,3152,7728,2610,5498,86833,2502,1961,55278,4809,3224,54997,3910,171,5570,5632
epoch_68,uid_128088,101962,6502,83,67073,1079,6890,91658,4857,6874,48997,88129,26379,3733,3067,26578
epoch_68,uid_267455,101962,83,48997,26713,3067,6890,3794,91658,2391,88129,1084,7570,6023,26578,26379
epoch_68,uid_73381,101962,27803,7361,83,26713,48997,67073,3067,6890,88129,3733,4723,91658,4857,3578
epoch_68,uid_117628,76093,55278,101962,27803,6502,7361,26713,48997,83,1961,6890,4723,3733,88129,3578
epoch_68,uid_21453,76093,55278,101962,27803,3067,3362,83,26713,48997,1961,1079,3578,7361,4723,6890
epoch_68,uid_229622,76093,55278,101962,27803,3067,3362,26713,5632,3578,48997,83,1079,1961,3770,1956
epoch_68,uid_167368,27803,26713,101962,48997,83,6890,3794,3067,91658,6254,88129,63033,26379,7570,589
epoch_68,uid_21772,76093,27803,101962,5632,3067,1961,48997,26713,7361,83,3578,6890,4723,67073,3733
epoch_68,uid_176555,2997,27803,101962,48997,4345,26713,2391,67073,4857,6890,7570,1596,88129,6254,63033
epoch_68,uid_166868,76093,27803,4919,101962,48997,3067,3733,26713,6890,3362,71033,4723,83,1079,3794
epoch_69,uid_128088,4328,6254,5670,66798,26713,831,5485,1952,1299,25954,1246,3425,70208,4886,87234
epoch_69,uid_267455,4328,5670,5485,177765,1246,47566,1450,1572,1311,66798,714,4245,7215,1953,5060
epoch_69,uid_73381,4328,4345,1952,26578,118880,5485,5670,1450,2795,66798,72226,1572,6254,714,177765
epoch_69,uid_117628,4328,4345,556,1952,54997,1596,26578,5670,118880,72226,1450,1246,5485,2795,3897
epoch_69,uid_21453,4328,4345,556,1952,54997,26578,5670,118880,1246,5485,1450,3733,2795,3897,88129
epoch_69,uid_229622,4328,4345,54997,1596,1952,26578,4723,5670,118880,2795,1246,5485,4105,3733,1450
epoch_69,uid_167368,4328,26578,118880,5670,1952,7215,66798,5485,8872,7361,6377,4245,177765,1572,3179
epoch_69,uid_21772,4328,4345,556,1952,54997,26578,1596,118880,5485,5670,1246,1450,3897,66798,2795
epoch_69,uid_176555,4328,556,54997,118880,26578,714,5670,1272,475,3733,1311,5485,8872,1246,1572
epoch_69,uid_166868,4328,3770,556,4345,2795,72226,2467,5485,5670,26578,2834,44788,1246,1450,66798
epoch_70,uid_128088,3045,2633,1493,2327,4414,1273,8010,33660,6377,27660,26242,87304,1132,113394,3252
epoch_70,uid_267455,6254,3045,33660,2327,2633,2070,1273,77795,3425,8010,4414,6,1243,25954,1493
epoch_70,uid_73381,3045,33660,6791,2633,2327,1273,2070,4414,77795,2391,3897,1493,47566,87304,475
epoch_70,uid_117628,6254,3045,6791,33660,1273,26242,2327,2633,4809,2070,91658,1493,2391,47566,66798
epoch_70,uid_21453,6254,3045,6791,33660,26242,2327,2633,1273,4809,70293,2070,47566,1131,91658,2391
epoch_70,uid_229622,6254,3045,6791,33660,1273,26242,4809,2070,2633,2327,70293,47566,88129,66798,3897
epoch_70,uid_167368,3045,2633,33660,2327,1273,1243,1493,47566,77795,2070,6,87304,4212,8755,6126
epoch_70,uid_21772,6254,3045,6791,33660,2633,1273,4809,26242,70293,2327,2070,88129,47566,2391,1493
epoch_70,uid_176555,6791,33660,3045,1450,2070,1273,2327,1493,4809,91658,47566,2633,77795,66798,25954
epoch_70,uid_166868,6254,3045,118880,26242,6791,33660,4105,2633,1273,139644,88129,3252,2070,2327,4414
epoch_71,uid_128088,47566,8872,71838,115617,52952,25952,1311,8755,86320,1131,45335,133645,2203,4014,89745
epoch_71,uid_267455,8872,72308,87304,3148,133645,86320,2203,8755,25952,52952,113394,166568,45335,1298,26974
epoch_71,uid_73381,8872,26379,72308,166568,3425,86320,133645,30749,2203,25954,27033,115617,3148,89745,52952
epoch_71,uid_117628,8872,26379,72308,30749,87304,166568,77795,25954,133645,86320,1572,3425,1131,1298,2203
epoch_71,uid_21453,8872,72308,26379,30749,87304,166568,133645,77795,86320,3425,1572,25954,1298,2203,3148
epoch_71,uid_229622,8872,26379,72308,30749,87304,166568,133645,3425,25954,77795,1572,86320,1298,2203,89745
epoch_71,uid_167368,133645,3425,86320,2203,166568,71838,1610,89745,3148,45335,7920,25952,8010,25954,7160
epoch_71,uid_21772,8872,26379,72308,30749,133645,87304,77795,166568,86320,1572,3425,25954,2203,1298,91658
epoch_71,uid_176555,26379,166568,86320,87304,3425,133645,83,177765,1131,3148,1298,2203,26974,8010,113394
