,0
2576,1281
2577,1292
2578,1303
2579,1327
2580,1395
2581,1701
2582,1769
2583,1794
2584,1883
2585,2022
2586,2110
2587,2259
2588,2264
2589,2295
2590,2469
2591,2524
2592,2535
2593,2616
2594,2877
2595,2924
2596,3081
2597,3095
2598,3098
2599,3138
2600,3153
2601,3238
2602,3261
2603,3271
2604,3324
2605,3387
2606,3392
2607,3451
2608,3467
2609,3503
2610,3519
2611,3536
2612,3617
2613,3618
2614,3754
2615,3769
2616,3771
2617,3813
2618,3825
2619,3830
2620,3858
2621,3997
2622,4079
2623,4133
2624,4180
2625,4248
2626,4255
2627,4275
2628,4359
2629,4397
2630,4628
2631,4733
2632,4821
2633,4881
2634,4887
2635,4901
2636,4920
2637,4954
2638,4977
2639,4978
2640,4987
2641,5040
2642,5094
2643,5128
2644,5162
2645,5247
2646,5255
2647,5385
2648,5400
2649,5417
2650,5434
2651,5450
2652,5453
2653,5464
2654,5466
2655,5493
2656,5497
2657,5505
2658,5506
2659,5516
2660,5619
2661,5792
2662,5796
2663,5881
2664,5896
2665,5954
2666,5991
2667,6003
2668,6013
2669,6017
2670,6062
2671,6184
2672,6232
2673,6235
2674,6247
2675,6279
2676,6337
2677,6385
2678,6620
2679,6662
2680,6666
2681,6710
2682,6725
2683,6773
2684,6780
2685,6951
2686,6957
2687,6993
2688,7073
2689,7132
2690,7137
2691,7155
2692,7228
2693,7257
2694,7367
2695,7560
2696,7569
2697,8268
2698,8370
2699,8542
2700,8638
2701,8645
2702,8873
2703,8968
2704,26133
2705,27792
2706,30846
2707,31150
2708,33036
2709,33312
2710,34002
2711,34437
2712,36517
2713,37733
2714,38038
2715,39292
2716,40583
2717,41571
2718,44694
2719,45440
2720,47423
2721,47721
2722,48520
2723,49110
2724,50005
2725,60487
2726,71745
2727,91658
2728,20
2729,836
2730,861
2731,1962
2732,1388
2733,1999
2734,3412
2735,5296
2736,6213
2737,6281
2738,6750
2739,8981
2740,32596
2741,33162
2742,39449
2743,44022
2744,45210
2745,46559
2746,46723
2747,47099
2748,47629
2749,48997
2750,49280
2751,49772
2752,50802
2753,51418
2754,52604
2755,54272
2756,55946
2757,2188
2758,376
2759,609
2760,818
2761,1113
2762,1367
2763,1431
2764,2382
2765,3404
2766,6909
2767,7164
2768,8870
2769,8880
2770,56176
2771,362
2772,1392
2773,1687
2774,1948
2775,2017
2776,2169
2777,2190
2778,2232
2779,2271
2780,2560
2781,2611
2782,2622
2783,2690
2784,2728
2785,2826
2786,2893
2787,3062
2788,3173
2789,3198
2790,3230
2791,3246
2792,3484
2793,3791
2794,4000
2795,4077
2796,4259
2797,4351
2798,4527
2799,4591
2800,4619
2801,4754
2802,4813
2803,4865
2804,4866
2805,5009
2806,5025
2807,5171
2808,5177
2809,5380
2810,5390
2811,5472
2812,5611
2813,5679
2814,5747
2815,5956
2816,5999
2817,6116
2818,6186
2819,6218
2820,6405
2821,6520
2822,6722
2823,7235
2824,7247
2825,7720
2826,7757
2827,7980
2828,8008
2829,8207
2830,8253
2831,8273
2832,8337
2833,8581
2834,8731
2835,409
2836,522
2837,1430
2838,1805
2839,3216
2840,4577
2841,31225
2842,2336
2843,2702
2844,2734
2845,2757
2846,3298
2847,2014
2848,3723
2849,4069
2850,6586
2851,3250
2852,3379
2853,3555
2854,3634
2855,3994
2856,4465
2857,5008
2858,5059
2859,5410
2860,5479
2861,5608
2862,5944
2863,6303
2864,6731
2865,6774
2866,6979
2867,7649
2868,7812
2869,8649
2870,8906
2871,8914
2872,8950
2873,26203
2874,26242
2875,27005
2876,31410
2877,34319
2878,40697
2879,42351
2880,46965
2881,51562
2882,52328
2883,53129
2884,53550
2885,59869
2886,62836
2887,63062
2888,64839
2889,73211
2890,78349
2891,81788
2892,85213
2893,86320
2894,91976
2895,97752
2896,97923
2897,100383
2898,113741
2899,114935
2900,115149
2901,126430
2902,140737
2903,143657
2904,144482
2905,149334
2906,157498
2907,161127
2908,161954
2909,162606
2910,163985
2911,169864
2912,169984
2913,170705
2914,176371
2915,177243
2916,107
2917,140
2918,671
2919,731
2920,1969
2921,2010
2922,2383
2923,2718
2924,2792
2925,26717
2926,7139
2927,27803
2928,37741
2929,45928
2930,48082
2931,647
2932,3072
2933,524
2934,1595
2935,1753
2936,1760
2937,2412
2938,2798
2939,2806
2940,3743
2941,3786
2942,4113
2943,4736
2944,4845
2945,5421
2946,5452
2947,5564
2948,5577
2949,6482
2950,7160
2951,7381
2952,7487
2953,7625
2954,7701
2955,7773
2956,8531
2957,8910
2958,26680
2959,27391
2960,33660
2961,43904
2962,49961
2963,50068
2964,50442
2965,50794
2966,50804
2967,51091
2968,51884
2969,51939
2970,52241
2971,52279
2972,52285
2973,2318
2974,393
2975,429
2976,735
2977,911
2978,1018
2979,1348
2980,1601
2981,1783
2982,2118
2983,2149
2984,2275
2985,2992
2986,3018
2987,3031
2988,3044
2989,3082
2990,3145
2991,4958
2992,33158
2993,51935
2994,64716
2995,76175
2996,79185
2997,84392
2998,88810
2999,90746
3000,95875
3001,108928
3002,112623
3003,132480
3004,140110
3005,143355
3006,152079
3007,159093
3008,160980
3009,162598
3010,162600
3011,165549
3012,166643
3013,242
3014,1008
3015,1354
3016,1955
3017,2013
3018,2151
3019,2208
3020,2290
3021,2384
3022,2736
3023,2750
3024,2779
3025,2786
3026,2875
3027,423
3028,445
3029,905
3030,1011
3031,1030
3032,1082
3033,1083
3034,1130
3035,1342
3036,1379
3037,1385
3038,987
3039,2912
3040,464
3041,1615
3042,2142
3043,3347
3044,4223
3045,5152
3046,5903
3047,6793
3048,43396
3049,55247
3050,84395
3051,85367
3052,91535
3053,105844
3054,110586
3055,115147
3056,122898
3057,122918
3058,133419
3059,142488
3060,146688
3061,155288
3062,160438
3063,162602
3064,165551
3065,168252
3066,168326
3067,168366
3068,170787
3069,171749
3070,171763
3071,172547
3072,173941
3073,174053
3074,175569
3075,176101
3076,176601
3077,176935
3078,177765
3079,179817
3080,179819
3081,180031
3082,185029
3083,26662
3084,85179
3085,96821
3086,106920
3087,181
3088,2686
3089,3440
3090,3877
3091,4373
3092,4545
3093,8119
3094,175
3095,191
3096,2515
3097,5159
3098,3483
3099,4366
3100,5882
3101,6000
3102,6006
3103,6263
3104,6536
3105,6936
3106,7107
3107,7949
3108,8810
3109,8958
3110,27660
3111,27788
3112,33166
3113,34520
3114,37386
3115,43560
3116,43679
3117,47254
3118,49649
3119,50162
3120,51086
3121,51569
3122,51937
3123,52458
3124,53435
3125,53999
3126,54771
3127,56069
3128,56336
3129,60514
3130,60516
3131,65982
3132,67923
3133,70159
3134,70183
3135,70697
3136,71379
3137,72737
3138,74228
3139,74851
3140,75425
3141,80363
3142,81140
3143,81535
3144,81932
3145,82169
3146,84732
3147,85788
3148,86835
3149,87306
3150,88248
3151,90916
3152,94780
3153,96691
3154,97188
3155,97785
3156,99470
3157,99912
3158,100408
3159,103299
3160,103688
3161,104861
3162,107017
3163,111659
3164,114494
3165,115877
3166,116411
3167,117895
3168,120813
3169,133195
3170,138212
3171,140174
3172,140481
3173,140525
3174,148626
3175,160573
3176,161582
3177,161956
3178,2437
3179,7371
3180,26111
3181,32840
3182,54910
3183,59026
3184,61406
3185,63876
3186,64620
3187,66090
3188,74624
3189,79897
3190,84663
3191,107141
3192,107718
3193,134184
3194,69
3195,212
3196,486
3197,700
3198,1456
3199,1461
3200,1515
3201,1581
3202,1588
3203,1627
3204,1681
3205,1702
3206,1858
3207,1892
3208,2036
3209,2060
3210,2082
3211,2170
3212,2410
3213,2411
3214,2423
3215,2447
3216,2496
3217,2597
3218,2606
3219,2879
3220,3301
3221,3438
3222,3461
3223,3511
3224,3591
3225,3616
3226,4005
3227,4052
3228,4066
3229,4153
3230,4220
3231,4247
3232,4509
3233,4748
3234,4749
3235,5096
3236,5220
3237,5264
3238,5292
3239,5427
3240,5541
3241,5597
3242,1409
3243,506
3244,567
3245,1111
3246,1164
3247,1216
3248,1232
3249,1305
3250,1419
3251,1446
3252,1554
3253,1596
3254,1836
3255,1859
3256,2122
3257,2131
3258,2356
3259,2357
3260,2421
3261,2422
3262,2931
3263,2932
3264,2966
3265,2970
3266,2978
3267,3008
3268,3051
3269,3129
3270,3150
3271,3221
3272,3224
3273,3283
3274,3320
3275,3415
3276,3569
3277,3677
3278,4103
3279,4214
3280,4272
3281,4278
3282,4283
3283,4289
3284,4325
3285,4393
3286,4408
3287,4681
3288,4729
3289,4847
3290,4967
3291,5058
3292,5062
3293,5074
3294,5105
3295,5147
3296,5339
3297,5348
3298,5477
3299,5515
3300,5526
3301,5643
3302,5686
3303,5788
3304,5797
3305,5812
3306,5817
3307,5878
3308,5970
3309,6021
3310,6118
3311,6123
3312,6192
3313,6216
3314,6234
3315,6241
3316,6270
3317,6286
3318,6291
3319,6299
3320,6305
3321,6331
3322,6334
3323,6433
3324,6440
3325,6538
3326,6609
3327,6644
3328,6770
3329,6772
3330,6791
3331,6867
3332,6890
3333,6954
3334,6971
3335,6973
3336,6975
3337,7008
3338,7009
3339,7024
3340,7043
3341,7044
3342,7063
3343,7067
3344,7068
3345,7089
3346,7119
3347,7134
3348,7151
3349,7265
3350,7285
3351,7327
3352,7328
3353,7460
3354,7505
3355,7577
3356,7748
3357,7749
3358,7759
3359,7761
3360,7809
3361,7820
3362,7934
3363,7936
3364,7937
3365,7938
3366,7939
3367,7940
3368,7941
3369,7942
3370,8014
3371,8117
3372,8125
3373,8195
3374,8197
3375,8199
3376,8254
3377,8338
3378,8405
3379,8477
3380,8507
3381,8601
3382,8684
3383,8738
3384,8838
3385,8844
3386,8848
3387,8922
3388,8930
3389,8933
3390,8963
3391,8973
3392,26003
3393,26094
3394,26150
3395,26151
3396,26158
3397,26171
3398,26228
3399,26231
3400,26485
3401,26578
3402,26587
3403,26596
3404,26702
3405,26749
3406,26939
3407,27033
3408,27152
3409,27271
3410,27671
3411,27822
3412,27834
3413,27838
3414,27851
3415,27866
3416,27873
3417,30803
3418,30820
3419,31785
3420,32179
3421,32291
3422,32792
3423,33138
3424,33288
3425,33421
3426,33621
3427,34155
3428,34542
3429,36276
3430,37955
3431,38198
3432,38701
3433,38886
3434,39052
3435,39234
3436,39419
3437,39768
3438,39869
3439,41285
3440,42094
3441,42418
3442,42900
3443,46959
3444,46967
3445,47152
3446,47202
3447,47274
3448,47491
3449,48165
3450,49932
3451,50011
3452,50245
3453,50842
3454,50912
3455,52967
3456,55069
3457,55555
3458,55830
3459,55901
3460,56274
3461,56389
3462,57147
3463,59118
3464,60950
3465,61075
3466,61937
3467,62511
3468,65418
3469,67508
3470,68263
3471,69134
3472,69604
3473,71108
3474,71462
3475,73572
3476,74324
3477,74504
3478,76079
3479,78266
3480,80864
3481,80969
3482,81751
3483,81791
3484,82463
3485,84116
3486,84775
3487,85790
3488,86898
3489,87004
3490,89480
3491,89535
3492,89904
3493,90430
3494,94931
3495,95201
3496,95558
3497,96829
3498,98056
3499,101893
3500,102588
3501,102800
3502,103137
3503,103980
3504,103984
3505,106766
3506,108727
3507,108981
3508,111732
3509,113225
3510,113642
3511,114925
3512,118246
3513,127298
3514,128604
3515,130452
3516,137337
3517,139415
3518,154915
3519,158972
3520,159193
3521,160848
3522,161966
3523,168806
3524,169164
3525,177651
3526,180497
3527,1459
3528,1661
3529,2178
3530,2320
3531,2363
3532,2365
3533,3409
3534,28
3535,179
3536,955
3537,1033
3538,1132
3539,1301
3540,1334
3541,1389
3542,299
3543,324
3544,1401
3545,1484
3546,1620
3547,1643
3548,1672
3549,1821
3550,1950
3551,2435
3552,2561
3553,2842
3554,3068
3555,3105
3556,3420
3557,3505
3558,3906
3559,3952
3560,3969
3561,4043
3562,4056
3563,4211
3564,4342
3565,4488
3566,4722
3567,4738
3568,4782
3569,4874
3570,4889
3571,5237
3572,5294
3573,5312
3574,5316
3575,5379
3576,5391
3577,5508
3578,5819
3579,6380
3580,6476
3581,6932
3582,7018
3583,7317
3584,7364
3585,7377
3586,7791
3587,7827
3588,8183
3589,8781
3590,8841
3591,8939
3592,8966
3593,26524
3594,27410
3595,27646
3596,27821
3597,30822
3598,33171
3599,35957
3600,39427
3601,42007
3602,45062
3603,45503
3604,49822
3605,51080
3606,51834
3607,52712
3608,54116
3609,54372
3610,55274
3611,55276
3612,55290
3613,55732
3614,58103
3615,58154
3616,58490
3617,59810
3618,61352
3619,62849
3620,64575
3621,64622
3622,65188
3623,66198
3624,66203
3625,67620
3626,68159
3627,69712
3628,69988
3629,70599
3630,71579
3631,72694
3632,72720
3633,73413
3634,74545
3635,75813
3636,77843
3637,79242
3638,81641
3639,82534
3640,85438
3641,87660
3642,89085
3643,89302
3644,89753
3645,89804
3646,90057
3647,90439
3648,90738
3649,91325
3650,91890
3651,92665
3652,93790
3653,94266
3654,94799
3655,95135
3656,95175
3657,96655
3658,96751
3659,97232
3660,98154
3661,99117
3662,99574
3663,99957
3664,100244
3665,101281
3666,101529
3667,101973
3668,103235
3669,103606
3670,104736
3671,104883
3672,105519
3673,105742
3674,106540
3675,109848
3676,110110
3677,110675
3678,110730
3679,112087
3680,112804
3681,113378
3682,113829
3683,114007
3684,114601
3685,114847
3686,118244
3687,127136
3688,127140
3689,127178
3690,127212
3691,130576
3692,134783
3693,135288
3694,135518
3695,142507
3696,145150
3697,157200
3698,157699
3699,160644
3700,166024
3701,166526
3702,166568
3703,166946
3704,168492
3705,2468
3706,5246
3707,7444
3708,7451
3709,70208
3710,72226
3711,86833
3712,93510
3713,96565
3714,109742
3715,111113
3716,112138
3717,127204
3718,135141
3719,136598
3720,149354
3721,155509
3722,164909
3723,72
3724,630
3725,1277
3726,1493
3727,1535
3728,1542
3729,2168
3730,2252
3731,2266
3732,2331
3733,2829
3734,1100
3735,4902
3736,4992
3737,5791
3738,6884
3739,7007
3740,7293
3741,7347
3742,7454
3743,31364
3744,32296
3745,34532
3746,36401
3747,36527
3748,37382
3749,37736
3750,43836
3751,44972
3752,45880
3753,48696
3754,49647
3755,49651
3756,51471
3757,56333
3758,59387
3759,60397
3760,61160
3761,62999
3762,63992
3763,67255
3764,69640
3765,73023
3766,74727
3767,76091
3768,77866
3769,79293
3770,81562
3771,84716
3772,84944
3773,85774
3774,86504
3775,86911
3776,89759
3777,89761
3778,89774
3779,90866
3780,95167
3781,95761
3782,102666
3783,103539
3784,108709
3785,110127
3786,114392
3787,115569
3788,116136
3789,116897
3790,117466
3791,127052
3792,128360
3793,128606
3794,128838
3795,130642
3796,135530
3797,136018
3798,136562
3799,136864
3800,137857
3801,138208
3802,140928
3803,141844
3804,141890
3805,142492
3806,143245
3807,143271
3808,143990
3809,146327
3810,146656
3811,150262
3812,151455
3813,156706
3814,157340
3815,158260
3816,158830
3817,481
3818,957
3819,3307
3820,3896
3821,4178
3822,4900
3823,5065
3824,5107
3825,5139
3826,5283
3827,6058
3828,6777
3829,7256
3830,8937
3831,27604
3832,142448
3833,1043
3834,1050
3835,1399
3836,1414
3837,1502
3838,1507
3839,1518
3840,103
3841,428
3842,461
3843,781
3844,1177
3845,1185
3846,1317
3847,1498
3848,1520
3849,1614
3850,1619
3851,1633
3852,1678
3853,1727
3854,1956
3855,2069
3856,2250
3857,2272
3858,2312
3859,2436
3860,2609
3861,2610
3862,2852
3863,3078
3864,3102
3865,3152
3866,3189
3867,3194
3868,3197
3869,3244
3870,3251
3871,3259
3872,3289
3873,3357
3874,3456
3875,3496
3876,3500
3877,3524
3878,3528
3879,3852
3880,3987
3881,3993
3882,4292
3883,4381
3884,195
3885,613
3886,907
3887,943
3888,1128
3889,1331
3890,1335
3891,1340
3892,1341
3893,1835
3894,1888
3895,1975
3896,2097
3897,2519
3898,2550
3899,2644
3900,2654
3901,2787
3902,2941
3903,3144
3904,3206
3905,3479
3906,3501
3907,3668
3908,3708
3909,3833
3910,3836
3911,4063
3912,4401
3913,4564
3914,4603
3915,5649
3916,219
3917,688
3918,3525
3919,15
3920,26
3921,92
3922,93
3923,132
3924,177
3925,188
3926,249
3927,269
3928,360
3929,366
3930,414
3931,438
3932,449
3933,459
3934,479
3935,493
3936,606
3937,611
3938,662
3939,674
3940,761
3941,828
3942,829
3943,835
3944,1014
3945,1126
3946,1241
3947,1329
3948,1382
3949,1457
3950,1472
3951,1487
3952,1503
3953,1541
3954,1647
3955,1665
3956,1754
3957,1756
3958,1822
3959,1855
3960,1887
3961,1984
3962,1986
3963,2026
3964,2027
3965,2090
3966,2120
3967,2123
3968,2138
3969,2141
3970,2143
3971,2148
3972,2159
3973,2195
3974,2247
3975,2253
3976,2263
3977,2265
3978,2280
3979,2282
3980,2287
3981,2337
3982,2351
3983,2361
3984,2379
3985,2401
3986,2458
3987,2462
3988,2463
3989,2504
3990,2517
3991,2518
3992,2553
3993,2554
3994,2579
3995,2639
3996,2655
3997,2693
3998,2735
3999,2754
4000,2765
4001,2771
4002,2772
4003,2809
4004,2898
4005,2900
4006,2915
4007,2922
4008,2964
4009,3016
4010,3088
4011,3130
4012,3177
4013,3211
4014,3213
4015,3268
4016,3274
4017,3388
4018,3390
4019,3391
4020,3394
4021,3401
4022,3436
4023,3437
4024,3459
4025,3478
4026,3544
4027,3550
4028,3564
4029,3577
4030,3614
4031,3649
4032,3653
4033,3660
4034,3661
4035,3676
4036,3679
4037,3696
4038,3709
4039,3710
4040,3718
4041,3727
4042,3729
4043,3761
4044,3796
4045,3802
4046,3827
4047,3837
4048,3841
4049,3844
4050,3865
4051,3892
4052,3915
4053,3918
4054,3941
4055,3955
4056,3962
4057,3998
4058,4003
4059,4008
4060,4009
4061,4036
4062,4039
4063,4081
4064,4090
4065,4121
4066,4123
4067,4125
4068,4149
4069,4158
4070,4159
4071,4195
4072,4203
4073,4207
4074,4215
4075,4233
4076,4291
4077,4333
4078,4368
4079,4380
4080,4387
4081,4396
4082,4410
4083,4415
4084,4440
4085,4441
4086,4444
4087,4450
4088,4466
4089,4479
4090,4498
4091,4499
4092,4508
4093,4516
4094,4532
4095,4533
4096,4541
4097,4557
4098,4558
4099,4561
4100,4563
4101,4568
4102,4573
4103,4576
4104,4589
4105,4597
4106,4599
4107,4611
4108,4616
4109,4661
4110,4665
4111,4677
4112,4678
4113,4680
4114,4682
4115,4690
4116,4719
4117,4735
4118,4803
4119,4808
4120,4809
4121,4849
4122,4855
4123,4863
4124,4876
4125,4893
4126,4936
4127,4965
4128,4966
4129,4971
4130,5055
4131,5073
4132,5110
4133,5165
4134,5206
4135,5222
4136,5250
4137,5265
4138,5303
4139,5306
4140,5309
4141,5310
4142,5324
4143,5363
4144,5423
4145,5428
4146,5438
4147,5443
4148,5451
4149,5478
4150,5500
4151,5501
4152,5504
4153,5519
4154,5523
4155,5524
4156,5538
4157,5540
4158,5548
4159,5553
4160,5568
4161,5573
4162,5582
4163,5584
4164,5620
4165,5648
4166,5650
4167,5666
4168,5667
4169,5675
4170,5677
4171,5685
4172,5734
4173,5736
4174,5737
4175,5784
4176,5818
4177,5833
4178,5880
4179,5891
4180,5898
4181,5943
4182,5962
4183,5980
4184,6002
4185,6022
4186,6027
4187,6063
4188,6126
4189,6197
4190,6220
4191,6222
4192,6250
4193,6320
4194,6338
4195,6348
4196,6352
4197,6367
4198,6410
4199,6425
4200,6428
4201,6523
4202,6559
4203,6566
4204,6587
4205,6614
4206,6615
4207,6619
4208,6624
4209,6629
4210,6680
4211,6702
4212,6703
4213,6707
4214,6718
4215,6721
4216,6744
4217,6763
4218,6797
4219,6811
4220,6820
4221,6827
4222,6851
4223,6868
4224,6872
4225,6880
4226,6928
4227,6952
4228,6977
4229,7000
4230,7001
4231,7012
4232,7019
4233,7026
4234,7029
4235,7030
4236,7036
4237,7046
4238,7123
4239,7171
4240,7178
4241,7289
4242,7310
4243,7319
4244,7340
4245,7353
4246,7355
4247,7481
4248,7570
4249,7616
4250,7619
4251,7647
4252,7707
4253,7725
4254,7743
4255,7802
4256,7915
4257,7920
4258,7951
4259,7979
4260,7991
4261,8045
4262,8142
4263,8158
4264,8169
4265,8225
4266,8266
4267,8290
4268,8366
4269,8493
4270,8501
4271,8580
4272,8610
4273,8633
4274,8666
4275,8746
4276,8814
4277,8836
4278,8839
4279,8854
4280,8855
4281,8861
4282,8872
4283,8955
4284,26152
4285,26555
4286,26629
4287,26865
4288,27266
4289,27316
4290,27592
4291,27721
4292,31431
4293,32011
4294,32170
4295,32387
4296,33437
4297,33495
4298,33834
4299,34271
4300,34323
4301,34523
4302,34530
4303,4383
4304,5329
4305,90600
4306,92422
4307,121231
4308,127319
4309,159858
4310,161580
4311,161634
4312,162590
4313,163937
4314,167018
4315,167036
4316,168266
4317,168712
4318,3627
4319,3789
4320,5653
4321,7116
4322,92535
4323,2594
4324,34063
4325,43684
4326,43923
4327,71033
4328,72741
4329,73323
4330,74510
4331,78218
4332,79134
4333,80846
4334,80860
4335,81782
4336,82767
4337,95670
4338,97742
4339,99750
4340,100390
4341,104218
4342,110968
4343,114762
4344,115667
4345,128512
4346,128832
4347,132424
4348,132961
4349,139747
4350,141397
4351,141648
4352,152017
4353,1551
4354,1848
4355,3287
4356,3974
4357,3990
4358,3991
4359,4386
4360,4822
4361,5092
4362,5458
4363,6946
4364,7255
4365,43932
4366,45852
4367,49314
4368,1853
4369,3744
4370,4446
4371,35
4372,458
4373,548
4374,73
4375,2070
4376,1837
4377,4152
4378,5021
4379,7035
4380,7084
4381,7983
4382,8827
4383,49220
4384,3469
4385,58303
4386,61236
4387,65135
4388,34153
4389,2136
4390,2794
4391,1611
4392,2730
4393,3989
4394,6162
4395,6214
4396,8012
4397,8755
4398,26131
4399,27846
4400,27878
4401,34326
4402,40278
4403,100714
4404,125916
4405,3684
4406,1898
4407,2126
4408,61350
4409,68941
4410,31184
4411,31424
4412,46322
4413,58293
4414,59037
4415,60363
4416,64997
4417,72407
4418,73290
4419,78772
4420,91104
4421,1726
4422,3243
4423,6552
4424,40414
4425,44204
4426,58706
4427,2815
4428,1604
4429,56671
4430,102993
4431,4
4432,386
4433,619
4434,1007
4435,1804
4436,2240
4437,2328
4438,2814
4439,3141
4440,3662
4441,3664
4442,3716
4443,3973
4444,4492
4445,4501
4446,4602
4447,4613
4448,4625
4449,4951
4450,5101
4451,5118
4452,9010
4453,174
4454,416
4455,528
4456,5033
4457,7205
4458,7573
4459,27790
4460,43871
4461,86852
4462,129514
4463,40723
4464,69784
4465,77800
4466,79008
4467,79251
4468,127202
4469,168122
4470,3659
4471,4389
4472,6645
4473,26444
4474,26492
4475,26887
4476,27482
4477,27904
4478,32213
4479,36363
4480,42004
4481,45668
4482,47997
4483,48943
4484,57504
4485,62049
4486,63515
4487,66789
4488,79357
4489,92954
4490,103306
4491,106642
4492,109187
4493,110445
4494,117192
4495,140359
4496,141749
4497,147378
4498,147380
4499,147384
4500,150596
4501,901
4502,918
4503,931
4504,946
4505,947
4506,961
4507,1046
4508,1489
4509,1939
4510,1940
4511,1944
4512,1949
4513,1951
4514,2099
4515,2104
4516,2202
4517,2607
4518,3096
4519,46347
4520,55402
4521,56251
4522,388
4523,477
4524,1744
4525,1825
4526,2974
4527,102686
4528,2380
4529,2810
4530,6067
4531,6790
4532,7323
4533,8157
4534,27728
4535,27741
4536,4699
4537,6436
4538,7362
4539,47200
4540,51084
4541,52245
4542,55280
4543,64983
4544,65130
4545,68194
4546,86892
4547,87222
4548,104908
4549,118702
4550,122884
4551,132660
4552,135861
4553,135887
4554,139642
4555,140247
4556,140523
4557,142997
4558,151687
4559,8491
4560,2660
4561,3311
4562,3417
4563,3470
4564,4042
4565,4319
4566,4800
4567,25750
4568,38384
4569,63072
4570,26176
4571,64197
4572,71899
4573,83059
4574,85394
4575,90719
4576,97692
4577,111130
4578,114635
4579,118700
4580,134796
4581,151605
4582,156369
4583,157338
4584,158783
4585,160020
4586,162414
4587,163959
4588,165969
4589,3258
4590,6166
4591,1605
4592,289
4593,452
4594,615
4595,45431
4596,69524
4597,131013
4598,148238
4599,50851
4600,2500
4601,139052
4602,4480
4603,6976
4604,1440
4605,2154
4606,4061
4607,42015
4608,2206
4609,3056
4610,4182
4611,4229
4612,4403
4613,4522
4614,4579
4615,2015
4616,2147
4617,2173
4618,2373
4619,3889
4620,4251
4621,4899
4622,4985
4623,5006
4624,5530
4625,5705
4626,6122
4627,6316
4628,7389
4629,7817
4630,7842
4631,8340
4632,8482
4633,8782
4634,25788
4635,26269
4636,26471
4637,26693
4638,26729
4639,26810
4640,27073
4641,27075
4642,30883
4643,31502
4644,32383
4645,33836
4646,36708
4647,38499
4648,43838
4649,50651
4650,50740
4651,53450
4652,54278
4653,60818
4654,62801
4655,65682
4656,66240
4657,67957
4658,69849
4659,74089
4660,229
4661,361
4662,488
4663,831
4664,959
4665,1650
4666,1929
4667,2079
4668,2180
4669,2522
4670,2574
4671,2612
4672,2758
4673,2929
4674,2943
4675,2946
4676,2983
4677,3089
4678,3092
4679,3093
4680,4970
4681,57
4682,78
4683,117
4684,122
4685,155
4686,166
4687,199
4688,275
4689,334
4690,354
4691,444
4692,483
4693,523
4694,573
4695,627
4696,851
4697,1021
4698,1058
4699,1365
4700,1397
4701,1417
4702,1426
4703,1480
4704,1600
4705,1609
4706,1629
4707,1660
4708,1684
4709,1699
4710,1770
4711,1797
4712,1799
4713,1816
4714,1856
4715,1873
4716,1966
4717,2073
4718,2091
4719,2330
4720,2425
4721,2439
4722,2442
4723,2563
4724,2570
4725,2682
4726,2696
4727,2739
4728,2752
4729,2769
4730,2801
4731,2822
4732,2920
4733,3002
4734,3040
4735,3111
4736,3115
4737,3118
4738,3120
4739,3125
4740,3128
4741,3165
4742,3169
4743,3203
4744,3308
4745,3338
4746,3342
4747,3538
4748,3728
4749,3787
4750,3810
4751,3814
4752,3909
4753,3947
4754,3953
4755,4021
4756,4117
4757,4176
4758,4191
4759,4208
4760,4212
4761,4216
4762,4231
4763,4256
4764,4267
4765,4350
4766,4486
4767,4523
4768,4612
4769,4654
4770,4692
4771,4700
4772,4703
4773,4769
4774,4772
4775,4773
4776,4783
4777,4787
4778,4815
4779,4830
4780,4844
4781,4919
4782,4976
4783,5004
4784,5034
4785,5072
4786,5093
4787,5095
4788,5221
4789,5325
4790,5387
4791,5447
4792,5480
4793,5483
4794,5486
4795,5509
4796,5632
4797,5636
4798,5637
4799,5670
4800,5680
4801,5815
4802,5876
4803,5959
4804,6005
4805,6051
4806,6306
4807,6322
4808,6335
4809,6493
4810,6592
4811,6598
4812,6612
4813,6667
4814,6672
4815,6676
4816,6686
4817,6852
4818,6963
4819,6978
4820,7094
4821,7149
4822,7259
4823,7321
4824,7348
4825,7419
4826,7981
4827,8364
4828,8372
4829,8830
4830,8951
4831,9018
4832,26840
4833,27408
4834,27833
4835,27879
4836,27882
4837,30898
4838,31162
4839,31689
4840,31700
4841,32298
4842,32598
4843,33154
4844,33880
4845,34336
4846,34338
4847,34534
4848,34552
4849,36535
4850,38798
4851,40732
4852,41573
4853,41716
4854,43460
4855,43558
4856,43708
4857,44864
4858,45730
4859,45732
4860,47644
4861,48161
4862,48412
4863,48593
4864,49274
4865,50160
4866,50685
4867,51925
4868,52375
4869,52975
4870,53460
4871,54276
4872,54331
4873,54612
4874,54736
4875,55094
4876,62344
4877,65126
4878,66509
4879,66665
4880,67665
4881,71248
4882,71460
4883,80588
4884,85736
4885,86345
4886,86347
4887,86377
4888,91126
4889,91622
4890,94070
4891,104069
4892,136016
4893,172591
4894,175661
4895,176423
4896,2521
4897,5091
4898,6264
4899,7076
4900,7300
4901,26393
4902,26512
4903,27156
4904,37495
4905,57368
4906,64497
4907,68073
4908,72167
4909,78836
4910,82095
4911,94469
4912,104863
4913,114060
4914,118898
4915,127096
4916,127128
4917,131252
4918,134528
4919,135137
4920,135567
4921,141544
4922,162082
4923,175475
4924,3534
4925,81731
4926,130978
4927,138702
