,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70,top_71,top_72,top_73,top_74,top_75,top_76,top_77,top_78,top_79,top_80,top_81,top_82,top_83,top_84,top_85,top_86,top_87,top_88,top_89,top_90,top_91,top_92,top_93,top_94,top_95,top_96,top_97,top_98,top_99,top_100
epoch_8,uid_192124,55901,7297,70159,6724,2206,81788,44761,5608,73323,3152,99149,72733,5644,8033,62250,97785,26111,8542,136485,1635,5826,78160,4809,60766,4640,85316,2970,2076,46976,68194,115122,901,76208,2925,4546,71899,27790,63515,42004,1374,8575,40278,6981,6539,994,1596,7983,3679,3275,51471,64614,7833,2342,7139,6796,2069,100714,1955,2501,61,4406,5062,176371,4405,27904,1594,97913,8507,49130,6893,2948,27193,1299,95313,2932,58,32387,58998,142456,6123,2194,1282,4517,7981,1641,39414,2924,177765,2197,3067,2901,122922,5470,4034,117176,76251,54001,3342,2996,4239
epoch_8,uid_176713,81788,70159,73323,56339,7028,99149,71899,7438,1176,44761,27790,58998,51471,71838,3275,61,27834,8405,909,97785,163645,103624,4406,1594,4517,48997,6893,76251,7297,40278,27904,1954,1596,2342,100714,55901,39292,7139,4640,2076,7833,2197,7981,46976,6981,7445,714,49130,8042,2919,901,73017,72733,1269,7840,7983,62250,79091,2194,54281,5470,7478,1635,42004,8507,32387,39414,27773,34271,7815,5608,5826,36,2901,4809,114494,1299,86320,4963,27671,2996,3481,8973,142456,40697,4855,4886,6942,64614,87232,3703,68194,117176,5508,8575,8937,8542,85316,2931,5319
epoch_8,uid_130144,99149,8874,58998,3179,7983,3275,103980,824,70293,4066,549,103624,63515,7028,132424,56339,497,7833,68159,2076,4239,2901,39292,2931,26485,7297,71899,4809,27193,5319,5608,6159,1269,1493,1596,1594,2073,106782,77154,914,3384,4082,68194,8042,909,40697,8507,2932,58,52319,3552,8937,117176,56079,7835,1299,40278,4546,4517,44761,8542,2948,6974,3067,74282,27790,2919,2788,8575,1955,5826,4640,901,55765,96588,27834,6669,108540,6003,7123,3481,70159,7840,249,164909,4914,97913,4976,5470,1132,6123,728,42004,1282,2774,136485,122922,1231,62250,3680
epoch_8,uid_132969,30803,27834,51471,1635,3814,4066,47423,136485,7234,3267,45928,5034,5135,7218,26743,1082,5791,901,5421,1296,1132,63515,76208,7833,71899,2966,2069,177765,58964,8530,71838,6721,71108,4406,34338,33660,37741,85316,60904,115122,8542,2932,26111,7983,3925,78544,6811,2067,62155,6662,56339,105355,4546,26729,1966,2971,1921,6218,6796,1073,27790,1955,79091,66097,50740,8957,49130,3152,5319,42518,1596,136564,105197,1374,8507,85342,173145,45335,909,1648,3091,5888,7569,47566,4640,2342,56941,3169,26726,105250,1493,5329,122904,103980,5341,103624,3384,114277,64575,34552
epoch_8,uid_271816,26111,4066,2342,77154,132424,2197,72733,2076,56339,2966,39292,1955,78160,51471,31878,81788,71899,2069,71108,100714,7438,49130,1273,68194,46976,4640,70159,7139,40697,73323,4406,8507,4517,60766,2931,5319,79091,40278,103624,48997,86320,99149,177765,7815,2901,58998,2206,62250,8575,909,3679,87304,4082,44761,4546,55901,42004,7840,6796,2970,1282,7478,6003,1028,97785,3342,1594,901,3178,223,114494,27671,67,7833,83,142456,7068,8042,37741,2774,2993,8937,163645,4809,5470,2501,111759,73017,122922,115122,8542,6981,3552,5485,105197,110,5608,27904,3275,1299
epoch_8,uid_95564,81788,4546,72733,27834,1729,61,6893,2206,7028,4406,5669,17,70159,42004,86320,2073,1273,7297,497,1241,1594,3104,901,142456,58998,68194,7478,117176,26776,71899,132424,39292,99149,51471,115122,5062,3342,7983,78160,5826,40278,6874,4809,2342,73323,1252,2931,2197,64614,33896,44761,34271,79091,6981,8042,27904,7139,8937,2901,87232,95313,76208,8575,4016,3067,40697,177765,2919,114494,5470,4855,7815,4640,3814,163645,8507,97785,5508,1269,62250,7438,58,85316,4914,2395,105197,6003,134853,7840,6942,1282,8542,55901,122922,3679,70992,112175,32387,60904,5791
epoch_8,uid_28131,56339,73323,26111,70159,5062,132424,1241,63515,56715,101850,1938,49130,114494,81788,1542,2342,7438,51471,5470,1299,4406,27790,8507,163645,55901,1596,60766,5319,4640,40697,1252,111781,2901,8405,86320,2966,8575,2069,142456,5826,901,3703,44761,72733,105197,3067,8530,62250,7478,97785,58998,7068,176371,497,4809,48997,36,87304,2348,71264,223,2248,3679,555,7981,1955,103624,1231,1594,2395,7840,1274,5608,27671,42004,3275,177765,4517,7833,34271,34338,6662,2970,5508,246,2919,39414,112421,1682,6981,64614,115122,117176,4034,8042,40815,2160,3342,2931,111759
epoch_8,uid_143440,26111,5062,86898,4406,4407,223,132424,27002,32387,93510,58998,5608,27834,7983,8405,163645,136485,4517,5485,7840,2069,61,27904,42004,142456,7478,71264,5826,27790,1594,70159,40278,101850,68194,4454,8507,114494,5470,93040,2931,115122,2108,5319,111759,3267,3702,7215,46976,72733,48696,44761,63515,2993,39292,7139,901,7833,49130,6650,4640,34552,33896,7700,4235,135887,86320,111781,105197,3067,2774,27671,71108,8874,55269,714,3679,5135,2901,34271,2948,47566,549,99149,51471,8937,68358,994,117176,1269,2206,54281,7438,95313,71899,112421,46578,7123,3814,909,6981
epoch_8,uid_208322,26485,70159,26111,97785,27790,55901,3083,1241,2076,56339,103624,8207,3275,176371,5470,7139,39414,4406,7297,1594,63515,87232,51471,79091,4546,77154,7478,27834,5826,6893,2966,7840,177765,64614,42004,901,105197,136485,8530,58998,142456,134853,1273,34271,555,163645,72733,1596,7438,6796,58,34338,5791,39292,8507,3703,8575,49130,114494,4517,3342,60766,73017,1299,78160,8973,5062,2996,994,71899,7983,76251,5608,44761,3114,6981,269,76208,4914,4809,8042,33896,6003,7833,68159,81229,5135,2970,2206,27671,87304,2932,5508,1955,86320,3814,2348,7123,68194,6942
epoch_8,uid_75400,5013,1301,1261,26471,70208,8937,177765,27857,2197,8530,5329,4298,7028,1542,101850,64930,1545,4914,45728,89118,60684,6818,103624,127098,114494,33660,54503,33896,2952,63062,3760,118082,44761,108540,7460,7297,56339,56079,58998,25940,60766,8951,128360,7831,55280,6724,76208,25954,1663,3967,3671,88125,142456,40697,1292,122882,6279,63033,85414,4406,97673,7155,4405,111759,97,55232,6806,1028,1641,1273,5034,3925,1050,2176,34482,2932,4322,85342,55444,68159,27834,93040,36527,104272,48304,1099,2166,105197,68073,5508,8207,5607,25788,4546,5927,7023,1584,4517,136485,3083
epoch_8,uid_1049,56339,101850,70293,7505,103980,100714,7028,70159,7218,40697,1594,2342,136485,5608,71264,8405,549,40278,42004,3679,77154,7478,6893,5826,39292,73323,4406,4640,64614,177765,51471,5062,2788,97785,163645,99149,27773,7139,1273,49130,58998,2076,78160,7297,5319,8530,1266,1082,58,3067,8542,6724,1596,4546,46976,27904,2073,2919,1955,2501,31878,6942,2970,7840,8874,68194,72733,55901,901,8973,117176,39414,8575,3267,103624,7833,2901,87232,4517,2206,1299,1954,44761,60766,3481,33896,95313,81834,7123,7815,3814,34338,71108,3275,60904,112421,34271,3475,8507,54281
epoch_8,uid_112436,27904,113829,6787,1176,85736,5329,44761,7505,97785,115122,8530,3169,8010,100714,127152,56563,26743,39414,54995,8493,54997,177765,63859,1279,448,3925,69951,7089,51471,2971,2413,60766,7981,55814,30803,2290,2342,4328,159093,87232,54001,2069,3832,4809,44665,8605,7123,7834,168608,3105,26350,8827,87304,164909,93510,3275,111781,7831,3794,62250,142456,101850,26111,6666,4345,34338,2550,40491,70208,2966,81229,5888,85414,26485,8670,33896,7478,133645,73829,48943,3967,45728,50800,5034,96314,3475,7215,7205,4979,2351,79008,129354,88977,3671,3451,57502,7438,111759,48696,3311
epoch_8,uid_150562,27834,26111,101850,6666,32387,5608,2130,86320,46976,93721,4517,2970,269,27002,52319,97785,81788,26471,136485,73323,79008,7478,3925,3679,909,7833,142456,6123,2925,1069,1955,5105,6890,549,33660,85736,42004,34271,106642,1111,901,3275,5644,994,112421,8973,1610,115122,148671,457,96811,991,8119,152017,27857,96821,8955,66097,8033,111781,7123,63062,8874,99112,94985,1966,132424,74510,5952,33896,1648,2197,58998,2351,1682,2932,2069,4979,45728,39414,4034,1672,3770,4886,7937,7570,44761,4405,26729,6791,2206,3052,122922,63433,2131,42518,27193,71899,5888,7205
epoch_8,uid_214234,56339,5888,6721,136485,5074,99149,71899,2966,7297,901,2342,87304,73323,7983,96588,36,1273,6279,63515,81788,3091,58998,39292,7028,8405,79091,78544,1635,4406,100714,5826,70159,40697,87232,54281,728,8542,55901,40278,49130,1241,27790,5135,6981,7840,7833,4517,44633,3275,6003,1082,27834,27671,105197,4963,177765,176371,2073,1641,3342,31878,34338,55765,3814,4809,46976,42004,78160,72733,1938,134853,2932,4546,3481,3703,1274,7139,1299,48997,8937,4523,4855,223,103624,3267,8530,115122,8973,1672,4640,2206,163645,6870,2901,3760,555,114662,40815,3679,96610
epoch_8,uid_238979,4517,71899,7028,42004,49130,7218,73323,728,81788,99149,1596,27834,7833,6981,7981,1176,71264,136485,1077,5791,63515,34338,4406,55901,2788,27773,1274,27790,5669,87232,5319,56339,39414,6942,2348,68159,1273,5927,8973,1635,8961,5608,163645,2342,26776,223,54281,64614,39292,62250,117176,7297,8405,33896,4640,46976,7478,3178,51471,47423,40697,176371,8530,5826,269,71108,95313,2970,114494,2919,1287,44761,2076,3275,1231,8937,2395,901,72733,4454,97913,5508,8542,2972,7139,2931,40815,2932,6893,5049,60904,68194,79091,555,4082,3067,6218,112421,1955,8958
epoch_8,uid_101768,2925,71899,113829,1274,42004,5508,27671,39292,4298,3552,2069,2342,176371,1594,26485,1266,7478,7505,39414,40697,1955,7068,49130,47423,3536,5644,134853,4082,70159,51471,4546,6279,71108,994,8874,7297,2996,2739,56339,73323,2970,4239,58998,63515,8542,97785,54281,44761,87232,6981,223,7139,7981,3475,103624,5608,6123,5135,1672,2931,8937,4405,76251,7028,5341,114494,34338,1648,1635,2108,27834,2206,27857,81788,2788,1111,2627,714,3067,269,117176,5319,41724,122882,1282,5470,79091,7815,60904,114662,3814,2150,34271,70208,5902,7035,78160,549,7833,115122
epoch_8,uid_82109,8405,70159,132424,97785,7297,4406,70293,7089,2342,103624,26111,72733,7028,63082,71899,8575,78160,4546,27834,73323,39414,55901,85316,7981,108540,17,93510,5669,176371,3415,114494,901,4979,8973,81788,115122,1176,6123,7001,54995,105197,142456,111781,39292,7139,4432,7478,7983,1955,5135,40697,2058,5644,48997,40815,2108,2728,3770,54281,136485,2996,26729,1274,3703,64614,31435,60904,1299,7123,2931,69275,1956,4033,8530,8958,4855,8542,6974,4322,100714,49130,112421,37741,86320,62250,5608,4239,2160,55280,2206,3702,2970,3067,71108,66198,2073,122922,7034,8459,2924
epoch_8,uid_20804,1596,58998,26111,81788,56339,2069,26743,71899,72733,73323,27834,31878,48997,103624,2996,7297,7983,1594,136485,5470,2931,1269,4546,901,2395,1729,97785,2966,39292,4406,60766,7139,6796,2342,99149,76251,114494,68194,163645,51471,5826,39414,95313,177765,1266,27904,2348,176371,8542,86320,6981,73017,2206,4517,8575,1273,8530,27671,40697,79091,142456,8973,49130,8507,1299,3342,7438,4640,3814,1274,34271,2919,134853,7815,2901,1635,6123,34338,2970,5319,42004,8937,4082,117176,7478,1955,44761,7833,5608,76208,112421,55901,71108,64614,87232,3679,62250,60904,27773,3267
epoch_8,uid_10839,72733,101850,73323,70159,100714,2342,2206,3104,1273,27904,3067,4809,132424,27834,58,48997,2069,63515,1176,728,1542,4406,86320,8507,3475,163645,8575,4732,142456,2996,1358,5608,34271,46976,3679,8670,7815,3097,3083,6981,1274,117176,68194,8605,4517,5146,114494,2919,103624,4034,85316,51471,26776,115122,115569,176371,1282,2501,62250,1299,8542,5049,3702,39414,8937,76208,17,6650,3158,3114,55765,64614,3178,7478,5508,3342,495,8614,74458,3384,4082,714,3814,4405,85342,1648,27671,2931,4640,8973,70992,97785,44633,177765,148671,7831,105197,64930,5485,4914
epoch_8,uid_206194,7505,1248,27193,106642,27671,4963,45928,1542,7478,4406,44761,37741,2996,2993,6721,2413,549,45728,136485,71899,86320,448,97785,34271,54001,26111,3076,26003,42004,100714,68194,2774,7815,101864,132424,7025,71108,2734,95313,1269,4194,103624,3703,1279,67,3384,6724,7445,39414,2972,4517,70159,5927,60904,5472,6942,714,78574,58998,33896,40815,77154,6539,728,4914,34552,7328,26164,50011,47566,115122,56079,1594,27790,5826,93040,2173,5062,115569,138702,73017,2396,74510,7983,106920,44633,85736,49130,48997,122922,2342,27904,2648,2194,7155,105197,8042,2423,1287,3770
epoch_8,uid_187884,70159,81788,4546,2069,63082,72733,73323,27834,86320,78160,77154,136485,163645,71899,2901,68194,46976,99149,40278,132424,4640,2342,4406,27790,42004,1273,901,48997,6893,40697,7297,2197,7833,1596,8507,44761,2788,2206,115122,39292,1594,1954,7438,8937,62250,31878,58998,7983,3275,34271,1955,2931,3067,2996,176371,95313,5608,994,8575,97785,115569,4034,117176,4517,269,55901,85316,142456,27773,8042,39414,7478,54281,27671,64614,2423,7139,1648,5135,5470,714,60766,223,33896,76208,6003,71108,58,27904,103624,79091,6981,32387,2919,3770,3679,3703,2970,76251,6942
epoch_8,uid_165585,73323,17,71899,7297,2069,100714,2342,63515,7218,56339,72733,901,5470,1542,549,2197,39292,81788,2076,142456,103624,68159,58998,27834,6893,2931,1282,68194,78160,7139,27193,79091,99149,7981,7833,8405,60766,3552,7983,176371,8874,2395,1594,27904,111781,54281,5508,39414,8507,2348,40697,5319,85316,62250,44761,177765,163645,6981,42004,2996,3067,4640,46976,246,58,51471,27671,76251,86320,96588,8575,8542,909,105197,2501,36,71108,1955,5826,3703,122922,117176,55901,223,95313,4855,4082,87304,134853,1231,7438,34338,1299,8530,7815,37741,5135,2919,49130,93510
epoch_8,uid_76559,3076,4523,93721,115569,2290,177765,95313,3536,5319,26729,1542,7068,112183,26674,1956,1073,5470,27193,4210,2774,5649,6981,25788,87304,3770,50740,2925,3384,73323,97785,39292,2734,71264,7445,78574,1035,123288,62250,112421,74282,64716,1111,406,76208,148671,27671,663,5485,32898,96610,26111,4833,2972,105197,62511,85259,8575,6123,39414,7440,77795,111759,26974,71108,1296,6920,5472,32352,171,2197,4783,1078,4194,49666,148667,5833,85399,1916,1279,2078,4322,3090,110102,45728,101070,2996,99437,6893,551,47566,7833,94799,95558,112175,6162,2396,1028,7043,8530,3091
epoch_8,uid_89916,56339,42004,63515,108540,1955,72733,4546,8507,2919,32387,111781,4033,5826,26776,8405,33896,39292,2108,79008,34271,58998,27857,70992,71264,71108,148671,5927,44761,2774,34338,177765,64622,89118,7035,84407,3267,83,114662,93510,8167,115122,76251,4194,76208,4809,66198,70208,8575,37741,4373,90866,249,1274,67,7068,8530,4117,6650,7205,49130,4857,26148,112421,501,111778,4454,3680,55765,8542,5485,8119,8614,1099,101962,5472,4732,5135,50011,26713,495,65514,60904,3158,2734,95313,6974,1799,86320,6985,556,98,6254,44243,4529,6188,3475,34552,2972,5617,7569
epoch_8,uid_200726,86320,5470,2966,5446,8405,71899,85736,1542,40278,78160,72733,2069,97785,26485,7505,2342,3770,39292,4406,728,3091,4546,2423,73323,103980,142456,163645,7833,714,114494,26111,48997,68194,122882,42004,70159,7028,8973,2919,5062,32387,901,5135,27193,4239,4640,7983,8874,2901,2970,96588,55901,56339,5049,5319,44761,2599,55280,27790,27671,1648,8542,103624,71264,115122,6003,60766,1282,5485,6981,60904,27773,2931,5508,8507,269,2501,2948,117176,4034,58,6974,6870,2348,96610,55765,1682,3814,1299,64614,7013,8575,81834,136485,2206,105197,4082,122922,2774,34271
epoch_8,uid_244,73323,70159,3552,71899,81788,2342,132424,2069,56339,63515,99149,72733,1594,100714,7297,1241,42004,58998,44761,4546,1729,48997,110,4406,40278,7139,5644,78160,2901,39292,2966,136485,163645,2931,2206,5826,176371,96588,7981,40697,2788,77154,97785,1176,1954,114494,4517,6893,901,8507,6981,27671,103624,7833,4640,2348,8937,5791,7840,27904,8575,68194,46976,111781,60766,5508,7478,115122,5470,5608,2194,62250,8542,6003,60904,54281,2948,4855,55901,2970,142456,177765,1299,86320,2996,8973,4239,3814,8042,4809,34338,2423,39414,8530,134853,71108,117176,49130,2919,7815
epoch_8,uid_220558,177765,911,93721,100714,3702,549,5470,142456,7348,74282,1938,148671,2197,45950,1947,71108,112421,48744,5485,132424,901,3178,7218,5632,2342,2069,5319,95313,68159,4678,103624,91542,4437,63033,138702,171011,78544,34338,26003,135887,2073,115569,2396,4298,68194,2774,6791,1594,70293,3075,8937,8542,4082,5508,2594,114662,3481,565,8530,4292,6303,8459,2305,40697,3606,7484,27790,112183,5357,4034,7068,3680,1955,42518,86377,1241,1956,93040,50740,2611,96728,4776,7215,6433,7759,8405,85342,44613,26350,33162,364,60766,7835,2504,74458,137337,117176,26729,26203,8042
epoch_8,uid_250894,26111,103980,39292,4640,27790,909,81788,6893,2206,8405,70159,7983,5319,27193,71264,68194,58998,5508,3091,7139,2931,27834,72733,901,77154,1635,163645,55901,40697,73323,44761,27671,4517,96588,5470,2342,223,4406,2197,103624,5826,42004,2970,3178,87232,2076,86320,7833,95313,4546,97913,6123,142456,8042,7478,8542,1282,111781,54281,2901,4082,3814,60904,3703,1594,2919,62250,1955,1274,85316,34271,32387,8973,71108,5049,2993,2395,3679,105197,5608,2774,555,8575,4239,6669,1954,122922,6981,34338,4489,3114,87304,8937,177765,1111,4809,5341,2948,3275,83
epoch_8,uid_169755,6502,104283,2901,31878,1299,17,7089,27005,25940,1493,52319,5049,56339,5812,8042,106642,78544,34271,4640,3152,1884,2972,7505,26111,71838,4644,7840,85316,3091,1927,3783,51662,163645,5074,4235,2627,714,2391,2131,37741,3076,142456,8575,3067,3275,33794,85414,74282,7013,86320,7234,728,7834,70159,5888,84716,68159,5146,2971,170705,102666,69951,3925,26203,8879,1150,3077,7983,2351,45928,34552,7025,34292,103624,7460,72733,6662,7034,78160,63082,42004,6870,2073,91542,2268,6981,508,50740,2970,1799,2925,111759,40629,77154,1966,2948,5319,1176,755,56079
epoch_8,uid_5275,27002,68159,72733,7139,56339,132424,2206,81788,1596,58998,101850,63515,26485,6724,2076,39292,7028,2342,2952,99149,42004,68194,70293,97785,2073,7815,5644,17,73323,136485,2970,163645,7297,4406,7218,7438,4546,27671,2197,4082,27904,5826,86320,100714,77154,177765,1292,4517,5470,1176,142456,32387,114494,31878,26776,34271,1594,2931,7981,64614,8542,246,7478,8575,2194,117176,51471,4809,2901,2996,549,4886,44761,3267,6981,79091,115122,95313,62250,4732,5319,5135,49130,3679,3342,1955,55901,2108,27773,2948,105197,5485,6893,71899,7833,5508,7840,87232,714,60766
epoch_8,uid_275947,1132,5446,103624,93040,2501,2069,7983,1596,7815,101850,74282,86320,132424,142456,61,27671,5470,2197,2925,1266,7981,26485,5644,70159,3679,3925,78160,77154,55901,7123,51471,8542,71899,1635,114494,8207,68194,2342,27193,7297,7139,2931,72733,4082,54281,8575,56339,76208,1274,4298,2932,3090,2150,37741,39414,40697,2966,63082,3770,8937,7831,4322,88163,79091,2073,3152,103980,44633,3680,4406,3178,1273,6724,3342,2996,100714,7028,1111,31878,2919,7215,7013,122922,1176,4034,4405,1299,2948,58964,8614,3747,1046,49130,4517,81788,1672,117176,96728,3702,3703
epoch_8,uid_75629,77266,901,448,76208,6123,3549,3475,4371,81383,6459,145935,7840,70293,140737,26485,1279,5489,1653,5649,7938,1938,3529,27592,7068,42094,79541,27790,1889,72393,2250,3498,4166,84392,2590,2774,7505,175569,81229,4678,44709,100714,95558,77843,122926,95167,52435,26171,64716,51931,8589,102716,6659,117444,26236,55269,53956,928,90522,62788,1941,27671,48304,709,60904,55176,136485,101070,8045,96966,34002,4373,2579,4928,8690,161954,68099,93790,220,173145,90376,2441,7394,71033,156605,27005,159193,6724,140481,6280,81456,26003,33817,99917,4338,6395,127441,166528,7091,44168,25744
epoch_8,uid_114724,40278,71838,73323,71899,63515,2076,4406,72733,7297,4640,99149,4546,132424,27834,4886,2342,8405,70159,61,71264,1273,7028,40697,7983,4963,51471,27790,100714,32387,97785,96588,7139,68194,4517,6666,58,7833,17,1594,31878,6893,39292,163645,5826,86320,87232,48997,79091,77154,7840,3275,78160,54281,5470,114494,4855,103624,8507,8937,176371,8575,2206,7981,2901,85316,2501,55901,2931,901,60766,64614,105197,5508,58998,3814,115122,6942,42004,142456,8042,2423,8542,76208,3067,27773,2919,27671,117176,44761,46578,27904,1282,5319,6981,5049,4809,45728,39414,7478,62250
epoch_8,uid_33249,1596,101850,26485,5470,73323,3679,70159,8507,1938,63515,7297,71838,7478,2342,2069,39414,4640,58998,72733,39292,8973,1594,27671,78160,5319,5508,2348,60766,163645,110,42004,4517,51471,76251,96588,1082,2197,2931,5608,62250,5826,71108,48997,1966,81788,44761,27834,8033,3384,3814,7139,1282,97785,7833,4406,901,549,26776,7981,8405,5485,2206,177765,3552,6893,47423,8530,8874,5791,54281,55901,714,6981,68194,4194,103624,249,2501,1955,8542,46976,3067,6123,3342,7815,122922,3703,85342,95313,4809,78574,3702,86320,4886,36,8575,4833,1028,105197,134853
epoch_8,uid_247668,93040,71899,2342,63515,132424,5888,26111,2925,2073,58998,39292,73323,81788,1596,4517,6796,99149,42004,111781,7983,7981,2901,4640,51471,2197,49130,4406,76251,77154,1729,7833,56339,163645,5669,7139,78160,7218,27834,7478,7297,4546,54001,1594,6981,97785,40697,54281,44761,2076,2970,901,68194,5791,103624,27904,117176,72733,3067,86320,3679,2788,2931,5608,62250,134853,60766,73017,4963,5508,96588,1274,8542,142456,27773,2348,87232,95313,5826,5470,8042,2919,71264,1954,2501,71108,122922,4855,87304,4809,4886,112175,4239,1299,6942,1648,2194,55765,34271,8507,4082
epoch_8,uid_194125,608,745,78160,7028,54259,5074,63515,54999,7234,246,114662,70286,17,7048,1449,1178,4914,3342,7218,159817,179119,48997,54997,32139,108727,5341,74510,6981,4105,95313,915,7983,4517,54281,3152,7205,7123,168612,112290,7505,3267,8507,2197,8405,54001,2348,4678,34271,27193,1968,1046,1082,2931,40826,8167,6755,6791,44633,1177,93040,8542,1069,7001,8767,5062,71838,103624,142456,26203,6279,44195,1269,2333,4720,34552,6188,1299,40491,27834,2970,2966,5329,168806,5470,3241,1916,26111,37741,39414,4407,556,1542,2206,138702,4322,6424,8622,27904,31435,5791
epoch_8,uid_63080,170705,901,163645,68194,1596,95313,73323,7840,2970,3152,34338,112175,3702,6721,64614,4406,4034,71108,60904,176371,7478,27790,8507,5508,100714,4322,2734,1594,40697,1729,6123,6942,2948,8937,63515,115569,5319,177765,7833,3114,48997,7034,5791,6893,2108,26776,2774,135887,26148,6974,68358,3814,44761,2206,7387,3384,7068,47566,49130,5608,7348,86320,8973,58998,5341,1837,4523,81834,1904,103624,5146,72733,70992,1111,110102,115122,87304,42004,27803,4914,7028,114494,8542,5329,93510,54001,92694,5049,7139,55269,49666,70159,31878,55063,2901,142456,3076,33896,7297,4329
epoch_8,uid_69627,27834,44195,93040,5888,136485,113829,8961,2076,7139,7028,70159,73323,51471,27904,1954,86320,2919,4082,1729,4855,101850,85414,2206,4406,5062,26485,40278,39292,8937,714,6721,44761,6796,78160,8542,68159,163645,176371,100714,62250,105197,34271,8973,4239,7478,3091,81788,40697,71264,549,6981,2970,115122,2073,103624,4640,71899,46578,32387,47423,7001,142456,8958,97785,33794,177765,71108,63515,4517,3267,87232,2342,95313,134853,4886,8874,76208,1274,223,37741,7218,72733,58998,27790,1648,1594,2931,5472,7068,27671,2005,2901,1635,122922,5485,4809,4034,495,112421,8507
epoch_8,uid_30888,85736,81788,4517,4406,6123,5508,70159,71838,73323,901,113829,1273,1125,177765,497,549,3104,7478,39414,5485,34338,44633,3384,7028,4914,2932,70293,3067,8937,27834,2919,7840,76208,42004,3178,8507,87232,5826,3152,2599,71264,58998,70992,26148,71899,223,176371,142456,5329,7215,47423,5959,45728,40697,6003,55269,1966,8033,3925,7218,909,6893,2197,73017,5608,33896,5453,495,27731,1282,4239,70208,6650,163645,56563,115122,95313,112183,3770,3451,5649,4322,55280,112175,26007,55232,2395,1299,5135,64614,3702,7068,8827,105197,8042,7084,2131,714,173145,5470
epoch_8,uid_71789,56339,70159,26485,72733,4406,5826,8405,4517,2073,1596,7139,6724,163645,79091,2342,1176,63515,81788,7478,3275,40278,99149,27790,34271,86320,4546,5470,27834,44761,6981,71264,132424,176371,1594,6942,39292,77154,78160,64614,134853,3679,6893,58998,2931,27904,103624,3067,4809,142456,3552,2206,97913,2197,95313,58,27671,96588,4082,51471,97785,8542,42004,6711,76208,136485,68194,4640,6003,40697,6870,2501,62250,49130,114494,87232,177765,3703,2901,3814,2348,714,8973,115122,31878,6123,39414,7068,269,5608,5135,2996,117176,2919,87304,1231,223,8507,5319,4034,71899
epoch_8,uid_101100,70159,27834,26743,27790,26111,2966,56339,8207,81788,8405,2069,2342,4546,73323,1596,54281,71899,48997,40697,39292,40278,99149,97785,7139,100714,1594,163645,1729,31878,46578,2076,111781,3267,72733,142456,2197,8542,5470,51471,4406,4517,27904,176371,42004,2931,177765,44761,86320,4640,6003,78160,2501,49130,96588,1273,7833,7297,2206,269,2970,68194,3342,1178,8507,8575,7983,901,2058,87304,2901,103624,2996,79091,64614,223,1954,55901,105197,2348,5135,8973,7123,58998,4855,55765,115122,5608,37741,134853,5826,6981,4914,5319,1955,2919,8042,112175,2160,62250,117176
epoch_8,uid_197753,93040,62344,46578,390,6502,7139,80906,127098,111781,26485,71838,2197,4066,5421,3334,106642,1272,7027,36513,4082,6552,26003,108540,59018,2144,1150,64930,5893,79091,86142,7835,51471,7008,7983,100714,8665,93721,2948,7815,1288,5385,8405,44633,2501,1178,1273,33896,3341,3788,6818,6942,3451,3097,1099,3224,1086,112183,103624,2073,71108,40697,56389,4517,73323,6162,27731,1261,6753,26236,249,45728,1693,2932,4245,8010,8605,7215,2989,1274,5062,78160,838,40278,2993,2333,52319,46976,3091,48943,4326,63515,60291,6724,87306,6565,1542,8690,4410,6711,3342
epoch_8,uid_78389,3083,56339,101850,3091,26485,6724,8507,901,26111,4406,5644,39292,72733,1082,2925,70293,63515,5319,3275,2076,31878,5826,44761,1077,5608,4963,81788,97913,71108,1231,27671,76208,100714,3067,42004,1594,6893,122882,1274,54281,5508,3814,2970,27790,68194,76251,2342,4082,2993,7815,79091,2931,6539,2996,142456,177765,4517,1966,5135,3152,71264,5470,6942,136485,1635,8542,64614,1955,8530,2739,39414,2197,1596,97785,86320,4640,37741,73017,2901,728,163645,95313,249,3679,8874,47566,55901,115569,112183,495,3342,51471,103624,2919,1176,4322,55280,246,5485,4034
epoch_8,uid_89665,81788,7297,70159,7028,63515,1596,5062,72733,46976,99149,27834,103624,8405,73323,56339,2069,497,2342,2788,48997,58998,8937,78160,115122,87304,42004,27671,2919,901,549,4406,44761,4640,71899,2501,40697,6981,8961,4809,2931,7139,7981,2206,62250,27904,76251,177765,55901,3275,176371,7840,34338,97785,5508,5608,79091,4517,114494,1954,47423,39414,5470,8530,76208,2076,1299,39292,8507,246,1635,4082,86320,5135,8542,1282,54281,142456,44633,6539,85316,1955,7478,34271,269,105197,4886,4914,2970,3679,5319,2423,6942,8042,8575,163645,3703,6893,2901,71108,6123
