,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70
epoch_26,uid_51695,83976,8199,59141,42351,114277,48943,140359,8914,147378,4465,1168,35,56152,838,31184,32456,7216,100617,5095,59118,57502,26172,513,89535,4111,6327,25834,5670,58156,139106,3769,168608,25954,991,119145,96811,4788,3158,341,6118,96079,1572,27828,136018,6528,46839,2871,164367,1859,57504,120815,47721,6023,1643,423,7202,156387,2546,2043,40583,5064,72395,127052,84663,6370,7132,456,134170,2721,1951
epoch_26,uid_282217,25954,4401,6327,58156,3487,5095,151315,991,6609,3359,5670,838,83976,34002,96811,59118,43460,31184,341,56152,83827,46347,4916,1643,57504,7216,1190,456,30,89535,65133,140359,149354,3420,31502,60684,2043,2067,509,96821,8755,93840,6542,34292,321,2231,53827,123288,2197,3328,5189,121,4278,4079,2890,4577,47721,132480,143990,3769,1318,6528,48943,94677,139106,6023,97936,171011,26052,1344
epoch_26,uid_188391,59141,42351,3339,48943,1545,151315,8199,7164,89535,136018,139106,3262,1643,25834,35,838,4916,26172,96811,5653,119145,71450,147378,456,1168,59118,90376,140359,57502,1344,83976,3158,1859,54256,6023,5064,6528,34002,3769,4465,166568,2721,81782,84663,4488,83827,58156,110586,30,5095,97860,46839,57504,131252,56251,136469,47721,53827,158783,4800,44613,2546,49286,127052,1580,27478,30850,92920,44709,4408
epoch_26,uid_246431,48943,119145,6881,4788,83976,3158,96811,1643,136018,3262,47721,31184,30,83827,44937,3487,341,90376,140359,5668,838,47202,25954,4408,3055,2231,42351,34292,4061,2078,3045,54256,991,456,81782,2871,43460,59118,2721,3769,112515,121,84663,26172,92920,1168,136,5244,3350,3398,6481,25834,55363,37733,4465,7132,46839,107410,57502,54908,509,1962,56251,136449,97860,2437,2973,2197,1572,44709
epoch_26,uid_92775,59141,42351,83976,48943,136018,838,100617,25834,96811,1643,119145,8755,3262,140359,84273,139106,147378,5668,4401,4916,2721,1168,309,5064,54256,114277,4465,26172,46839,47721,44937,456,3769,6528,81725,27828,1344,5670,25954,3487,58156,56251,59118,136449,49355,3158,71450,136469,5095,3350,84663,32456,81782,2973,31184,56152,4061,6023,30,1859,53827,112515,6300,34002,88267,57502,44709,991,341,122892
epoch_26,uid_221239,48943,136018,6731,838,7164,2078,140359,83976,89535,47721,31184,114277,1580,5653,54256,309,46839,71450,8199,25834,2890,5668,119145,26172,83827,57502,7216,139106,96811,5064,6528,42351,8914,30,35,120815,5792,127052,143990,2871,1859,88267,84663,3158,158783,6481,7202,43460,110586,2721,56251,81725,4788,136469,59118,8955,49355,44709,112515,1318,72395,156387,96655,3549,6300,3487,991,55176,164367,81782
epoch_26,uid_148267,7164,7216,119145,8199,57502,6327,3769,96811,1168,59118,83976,456,1859,35,838,114277,44709,48943,4408,6528,8755,120815,136018,88837,1419,3487,44937,5668,49355,31184,118900,54256,84273,5244,4916,4061,2721,4788,2871,34292,47721,83506,25834,136449,3158,26172,97860,46839,5792,110586,139106,71450,5095,33410,107410,71464,164367,56251,6023,32456,5064,341,6118,309,105593,103279,58156,58992,96655,55363
epoch_26,uid_26118,175569,2551,3311,113394,135288,136018,4205,57502,3487,2862,25954,3422,4117,4292,423,8712,57401,1068,7069,83506,1168,7025,108715,42021,37729,168612,44937,5949,2915,105468,2834,4061,7132,6126,114277,6140,3917,56152,127202,94931,7126,92498,2488,47044,4079,838,8142,6542,71450,64930,128838,7202,168608,118700,104339,59118,44709,81782,4800,456,4499,4065,103539,418,107141,8933,84601,27828,74152,96432
epoch_26,uid_175652,7164,8199,118900,45335,31184,136018,838,97860,42351,89535,8641,96811,35,1168,119145,5668,139106,6881,1643,2425,56251,5653,1580,2721,3158,456,59118,3262,84273,6528,1859,3769,147378,44613,27828,83976,83827,84663,81725,2078,136,140359,3386,44709,103279,26172,58156,110586,105593,58992,34002,57502,1951,166568,2716,25834,156387,6118,96079,4916,44937,130576,142492,114060,7132,1809,341,72395,98154,27478
epoch_26,uid_120855,630,74152,73413,73829,73854,73876,176,5498,5493,5475,73268,74484,5460,5453,74573,5440,74668,5438,73319,73266,5417,5664,72169,72171,5731,72356,5685,72393,72395,72554,73017,5637,72692,5633,5608,72762,72919,5604,5434,180,3654,5091,35,5164,79274,79541,5127,79684,5095,5080,5206,5072,80222,5059,5058,5041,5016,4996,5189,5237,74944,76763,5390,74948,5380,5364,5348,5341,76738,5329
epoch_26,uid_99370,30846,59141,83976,48943,3359,7164,95441,6636,1190,3105,8755,42351,89535,918,8914,119145,5653,32456,6542,341,5670,3769,4916,164367,136018,158783,147378,88267,1545,2078,25834,40583,309,5064,47202,3350,114277,456,838,47721,8955,47044,27478,1643,7216,3487,71450,1893,3262,83506,5244,3158,136449,5825,5189,30,6300,49355,34002,34292,26172,6382,57502,5095,2721,43460,91902,4800,44937,143990
epoch_26,uid_117610,89678,8405,5883,5882,8491,4618,8522,8580,130978,5833,77795,77154,76738,1694,8690,8732,8784,8838,1735,3794,133802,1615,8378,8872,3918,120815,6067,8016,83506,8119,8142,6023,1545,81804,81711,8197,4570,5965,81385,127198,1570,80917,3923,4586,134184,74152,84944,139855,70984,1913,25938,69122,3700,68472,68269,26171,2070,26228,2085,5570,26240,26249,2159,64622,147380,5525,26974,71129,5646,73268
epoch_26,uid_265869,7008,7164,42351,8199,59141,1545,1643,119145,84273,1893,106438,6528,96811,136018,89535,6881,147378,100617,2973,838,27828,48943,110586,136469,6023,46839,3350,8641,97860,54256,8914,27478,35,83827,34292,2721,139106,56152,456,127052,98836,56251,1168,136449,166568,4916,114277,6609,3262,71450,3769,26172,4111,96655,3386,107410,32456,5670,34002,47721,140359,5064,57504,84663,72395,1572,3469,25834,136,103279
epoch_26,uid_199247,7728,142492,6254,3660,5882,44709,5268,6961,81725,7924,47721,3549,6118,55555,7134,77154,26712,136449,118700,60487,56251,4800,33312,4916,5633,5825,135288,33288,2609,68472,6852,3456,5792,4278,4064,103539,65133,1703,96314,27879,88837,3487,5016,143859,83082,91414,6826,8574,83976,4919,58376,3918,74504,6457,6460,7836,63808,6806,57502,8641,7820,3350,5460,61406,5165,4061,6159,47491,3809,1615
epoch_26,uid_128947,89535,8712,119145,81725,838,83827,6216,30,107718,97936,47721,897,918,96314,136018,1893,5670,341,71450,42351,456,4401,57504,96811,47202,85181,6506,2973,5876,48943,6248,54256,139106,3420,57502,5983,6140,88267,46839,4465,26712,1643,2721,1753,6460,127052,104712,34292,76738,143990,6184,8755,3549,4488,159415,2181,5064,69604,34002,3158,59141,2546,134170,7216,5095,5059,147378,5825,84273,3262
epoch_26,uid_194844,44937,4047,4414,6977,116161,100106,5932,48943,119145,171011,1318,6216,6609,67267,121,1962,3328,46723,6533,64620,173291,279,6731,5059,456,2437,122892,136449,96655,103141,136469,2278,3549,7728,57401,3350,36477,27478,168608,1951,3475,8195,54908,118900,113275,3519,4919,87222,8713,34292,5570,168612,6783,8955,6300,2700,56367,69122,2425,67168,7787,56908,91902,7387,3658,47202,98836,8128,52717,97395
epoch_26,uid_58100,59141,7216,7164,57504,83976,42351,8199,119145,3262,48943,3158,26172,838,71450,8641,4401,147378,31184,88267,513,96811,120815,1168,8914,56251,84273,25834,4788,136018,5064,59118,8755,6528,164367,54256,5668,100617,47721,5670,3487,30,34002,49355,6118,456,107410,84663,1318,3769,1580,139106,140359,1643,32456,158783,1859,4111,8955,88837,127052,46839,2721,3350,136,81782,55363,2871,4061,136449,31502
epoch_26,uid_131556,134184,2488,44709,4061,83827,7216,136449,5244,95441,89535,100617,97936,96655,90376,4916,48943,3660,27478,27828,164367,81725,6542,47721,341,102407,54256,31184,838,1168,119145,114277,121,6896,130576,83506,97860,46839,3350,57502,1643,4380,4935,6118,87234,55908,83082,158783,60487,37733,168612,68472,8574,1809,6753,58992,3262,8955,30,147378,30846,5064,59118,4800,43460,33410,8713,84273,56093,72395,127052
epoch_26,uid_167980,3339,7164,100617,84273,6327,26172,5653,106438,83976,56152,4935,103279,119145,134170,89535,69604,97860,83827,45335,107410,1643,139106,1580,4916,59118,838,27828,44937,136449,114277,168608,136469,6023,147378,58156,136018,5064,3398,6542,96811,3769,37733,456,34002,164367,31502,324,49286,1344,1168,4465,46839,6528,2721,7773,2871,143859,56251,56367,57502,2862,48943,122892,6118,3359,55363,1318,4079,140359,83506
epoch_26,uid_205977,1450,6327,5095,2550,4488,3769,5477,96811,30,84663,2488,1703,97936,8199,74508,56251,49355,3339,3262,89535,136018,423,42021,6722,49286,6457,58156,53827,100617,1572,110586,68472,27478,97860,140174,130576,119145,3386,6067,59118,84273,91842,4079,3972,43460,114060,69604,513,136469,4061,103279,56563,534,108715,86644,4205,531,105468,6542,69069,8142,1545,166568,168608,37741,26172,26726,56367,5670,3158
epoch_26,uid_99817,140174,8199,2425,5653,6731,100617,8930,1580,1893,89535,838,4935,59118,69604,114277,107410,47721,31184,4788,1859,1168,3420,48943,25834,87222,5064,83976,139106,81725,6780,71450,42351,4465,1643,120815,6753,531,88267,1344,5668,54256,158783,3769,8755,136018,2721,6370,140359,44709,96811,46839,81782,1809,6300,119145,55908,156387,30,136,6542,34002,103279,2716,423,4488,132480,112515,47044,5670,7132
epoch_26,uid_16287,6327,46839,34292,3521,132480,3639,5095,1809,5189,59118,44937,59141,8712,5653,127298,456,5064,4401,116161,991,107410,7216,4205,47721,56093,2043,423,5670,1318,3504,993,3487,8464,156387,149354,44709,6300,2676,2721,1962,114060,2197,7069,136,513,8401,121,55363,47202,3398,81725,6457,114277,26172,83506,68472,158783,166568,134170,309,96655,85259,164367,143859,4065,6460,8784,112515,57502,838
epoch_26,uid_192124,6881,37729,139106,838,2550,96655,48943,45335,46723,60408,7164,56563,32456,42351,27828,8641,119145,1318,5064,34002,96811,1168,1951,6327,136,147378,46839,5668,4916,84273,1643,27478,54256,136449,7216,47721,71450,4408,1344,3359,106438,127052,143859,83827,3262,56251,2890,309,4111,30,3055,44709,57502,5670,107410,136018,2437,5189,140359,84663,5653,456,180031,6118,158783,26172,81782,43460,1962,55363
epoch_26,uid_176713,89535,7164,83976,5653,42351,59141,8641,96811,136018,838,140359,83827,1893,31184,48943,119145,57502,1168,44709,35,26172,81725,34002,139106,32456,147378,90376,456,59118,164367,3262,4465,4916,5668,47721,54256,56251,1859,88267,57504,309,1643,107410,84273,25834,4788,84663,3487,49355,5064,2721,30,96655,341,6528,6118,1580,5670,3398,46839,81782,2716,3350,2973,120815,991,2546,5876,3769,30850
epoch_26,uid_130144,838,321,95441,7164,139106,5796,131252,43460,4061,5445,58992,89535,140359,4800,2078,42351,55363,32456,59141,4380,3045,120815,56251,1893,513,1168,6753,2546,2716,2437,37741,45335,56367,162606,2871,4488,8199,2676,423,81725,90376,180031,5008,1545,2935,55176,1419,4444,3158,142492,140247,6118,42009,84663,59118,159415,164367,44613,5653,44709,118900,1572,8784,122892,341,143990,1809,2067,3019,3521
epoch_26,uid_132969,58992,97860,1951,159093,59590,46322,168612,6327,34002,1168,7236,34528,85259,74508,77328,7944,6528,2197,8755,55908,103279,5127,456,8767,42351,6248,5796,6806,64930,1643,3328,52967,32456,3549,4577,6731,47044,3425,136449,4283,5064,4111,34292,84273,82173,1809,127202,5792,7134,143990,8933,36477,46970,5244,96811,64034,87222,107141,6826,118700,133802,6235,6506,45335,69069,54256,2848,7216,57274,3660
epoch_26,uid_271816,89535,119145,48943,7164,25834,59141,1190,7216,147378,32456,140359,47721,26172,107410,6528,4465,42351,112515,120815,838,3487,8914,136018,88267,84273,96811,114277,4401,456,30,7202,46839,1893,1643,31184,8641,57502,84663,991,164367,96655,8755,136449,3262,56251,1168,49355,31502,143990,27478,44709,4408,5882,59118,2721,8955,3918,127052,81782,6300,551,5064,1859,1580,4111,166568,2546,136,30850,6118
epoch_26,uid_95564,42351,2488,1859,4401,35,838,96811,139106,84273,103279,3420,1643,96079,4488,97860,2721,1168,8641,106438,71450,56251,5668,158783,110586,5064,58992,56152,89535,3158,5670,100617,140359,37741,58156,47044,127052,33410,132480,56093,54256,105593,47721,26172,136449,83082,119145,46839,44937,59118,34002,44613,423,1809,7773,136018,131252,456,48943,3262,2890,8955,36527,30,3469,44709,6118,5095,1580,2973,4047
epoch_26,uid_28131,139106,48943,60408,1893,107410,89535,59118,34002,151315,8199,147378,2890,3158,31184,59141,5796,46839,8641,96655,119145,25834,456,81725,5244,136018,341,6023,1168,47721,4111,5064,1643,3350,57502,83976,4408,102716,5668,31502,5653,136,2721,166568,1318,4465,838,84663,72395,4061,71450,96811,96079,44937,37733,54256,55363,97860,26172,2437,54908,140359,1951,105593,5189,3487,3398,2546,4800,127052,6382
epoch_26,uid_143440,2067,136018,97936,59141,96811,72395,53827,5796,127298,46839,2716,2320,513,8755,5653,57401,140359,6023,279,83976,34002,147378,119145,59810,838,2676,30846,59118,423,5064,3420,6140,47721,4788,89535,76738,161582,1545,134170,40583,3398,58156,1893,341,6300,43460,71450,3469,6481,166568,140247,1809,3832,47202,54256,8914,105835,4800,3168,97860,106441,120815,4022,1859,26462,88837,6257,26172,2197,6528
epoch_26,uid_208322,2488,48943,83827,838,89535,34002,31184,96811,3158,147378,136018,44937,26172,140359,6327,96655,3262,42351,81725,4916,6609,97860,8914,5668,1545,139106,456,46839,341,35,8955,5670,59118,54256,8755,110586,84273,7216,1168,25954,2721,116161,114277,136449,81782,119145,47721,2871,5064,49355,164367,423,58156,5095,1859,3487,103279,4788,142492,2973,1097,3350,2546,1643,107410,56251,4061,3398,2043,2197
epoch_26,uid_75400,2871,2973,27820,1348,27801,2690,93790,81782,1318,55908,168330,2921,95088,168612,8010,27828,140174,7920,139642,7787,7763,98604,3256,7394,3262,136449,86142,3398,53956,52967,7043,2078,44657,1837,1860,1643,1870,163959,86892,1951,85354,1962,87222,1997,42351,2550,84601,87405,158783,51935,42009,2189,166534,88837,2303,32387,166946,83506,7069,7132,172577,6216,4205,5932,364,108715,69069,4283,5796,4306
epoch_26,uid_1049,89535,48943,136018,87234,147378,96811,42351,31184,513,25769,8199,47721,119145,59141,139106,83976,5653,7216,25834,838,54256,8641,5064,56251,4916,4465,27828,32456,71450,140359,456,26172,84663,3262,57502,59118,1859,34002,49355,46839,2721,6528,4788,2546,1168,84273,120815,96655,8955,88267,57504,3487,107410,4061,127052,114277,96079,35,4800,6118,136469,1643,4111,112515,43460,27478,1951,5670,136,6140
epoch_26,uid_112436,6881,3194,44168,60487,2232,58992,6832,8142,25891,2137,55419,6248,128838,47044,162594,96821,68194,97936,7925,1302,6533,85354,27478,60161,27820,2607,5825,102800,136449,3328,119145,5244,87222,2862,34292,506,3549,26172,65418,59607,7371,531,74504,6528,51931,55908,1806,85181,3852,81804,1393,133802,85259,3660,5663,3425,4920,5359,1183,6801,158783,96417,6722,3537,83976,81417,1615,25920,86644,7842
epoch_26,uid_150562,48943,5064,7748,27592,1951,136449,139106,5189,102407,112450,58154,1344,838,131252,1860,5796,47202,3350,7236,46839,25769,159415,34002,8713,166568,3328,68358,43460,116161,4788,168492,1809,46723,83506,134368,513,55908,5670,127298,37733,129354,96655,1893,135288,2935,4800,4047,71450,3386,116823,5095,4283,92920,59315,122892,107410,7924,8755,6382,30,4292,4117,162606,3158,1615,58992,121,96811,3425,93212
epoch_26,uid_214234,136018,1419,3311,7164,7067,59141,140174,3422,140359,5653,5064,34002,42351,456,44709,6780,1859,8755,35,97860,45335,4079,58156,5792,96811,140247,513,56563,838,8667,7155,60684,103279,96655,8641,105835,98154,83082,2078,345,2890,59118,3350,25834,156387,179119,119145,3158,4916,423,71450,47721,40583,26172,107410,31184,6481,2871,83506,4488,88267,36527,132480,44937,105593,90376,43460,3386,4928,57502
epoch_26,uid_238979,8199,89535,7164,1893,83827,48943,136018,139106,2890,456,838,4577,4916,71450,5792,81725,59118,1580,42351,96811,5668,5064,8955,147378,1643,110586,2721,46839,1545,103279,102407,119145,1168,5653,83976,2871,1344,90376,991,107410,3262,26172,96079,84273,25834,1097,3055,5244,114277,31184,56251,47721,6881,4788,57502,4488,3158,4800,34002,35,58156,3487,6528,81782,47202,97860,112515,3398,49355,58992
epoch_26,uid_101768,136449,48943,47721,838,116161,140359,4916,991,89535,30,102407,60408,3045,5653,52967,3359,509,1893,59141,2488,7748,84273,2197,43460,3350,56152,122892,35,1344,26726,26172,53827,83506,46839,119145,54256,55363,114277,4408,2721,123288,5064,1951,129354,58156,3487,2871,97860,7069,6300,59810,1419,7132,3339,92920,2320,4800,1643,170697,3469,114060,59118,110586,6753,8943,69069,6887,25954,6722,7773
epoch_26,uid_82109,6977,4111,8199,5653,158783,87234,4919,55908,48943,8491,89535,7216,6528,62,1859,1962,8933,3487,168612,6327,3398,140359,84273,2721,134170,2197,5016,4022,47044,3549,838,56251,4800,65418,456,96655,3386,55363,45335,54256,47793,55814,57504,139106,3328,5244,108715,4283,3832,44709,309,130576,71464,7301,2232,136449,82,129354,43652,102792,5064,42094,8784,52767,6382,83976,3751,2231,46723,31689
epoch_26,uid_20804,59141,1893,5653,838,48943,31184,8199,96811,57502,42351,83976,1580,139106,3262,54256,33410,4916,119145,83827,8641,136018,96079,26172,88837,59118,84273,114277,81725,1168,84663,5064,35,58156,25834,456,44709,1859,1643,3487,3398,2721,47721,3158,81782,46839,2078,120815,7216,5668,6528,6118,164367,97860,4800,341,140359,56251,88267,127052,44613,72395,34002,30,96655,2716,8955,6481,27478,2973,105593
epoch_27,uid_128088,3498,2721,8158,4759,8933,4065,122892,107141,106766,88140,1673,4935,33437,2087,4800,918,178061,7134,171011,47202,136018,6542,84601,66762,79057,3386,3487,3339,2425,34002,4688,6528,2690,4408,71106,941,8981,116823,6234,99917,110586,6140,98017,88267,37733,3538,118700,7025,64575,7303,59784,1168,2204,2546,55402,1103,76210,3469,72167,6118,3158,134170,4225,4338,4191,127298,1889,121,1859,1615
epoch_27,uid_267455,1099,106766,127052,102792,3549,105835,6644,56093,168612,103279,55814,5119,6300,166568,7919,114060,94931,99917,33410,46839,55176,47721,7025,2203,69069,1889,4085,106441,6248,134528,172577,7301,98154,3538,59118,26231,5091,25954,134368,2690,594,3262,1962,941,129354,6506,72356,37733,3653,6806,62,41285,6722,1615,5685,42009,2204,3398,6457,6159,81804,2060,3328,423,82,946,90376,149354,4704,3537
epoch_27,uid_73381,941,37733,594,131252,2690,1615,6826,3549,4047,2546,158783,1099,105835,136,54908,7728,81782,106441,4065,106766,531,134368,83976,54256,6506,6248,4788,3918,168612,3742,2078,149354,25954,66762,33410,49355,84601,8667,91414,110586,88140,82,3350,8574,91842,36527,8957,134528,3498,86892,53827,58992,3328,80363,1068,5670,59369,6300,6140,423,4759,102792,6528,4688,1889,171011,76210,49286,129354,55176
epoch_27,uid_117628,8933,1099,5244,106766,941,102792,2716,105835,88140,6248,3549,158783,2871,136,127052,551,3186,3350,31502,96079,3386,58992,25954,56093,6300,8574,82,54908,4205,103279,168612,7728,2690,92920,6506,91842,134368,1615,136449,8667,3653,2611,1127,134528,3498,166568,131252,1068,173197,6140,7025,91414,4919,53827,55176,4065,2043,49286,123288,3742,3918,594,27820,106441,6826,33410,4444,33437,114060,129354
epoch_27,uid_21453,8933,1099,941,3549,2871,3386,106766,105835,2716,88140,131252,96079,136,54908,3186,102792,134368,6248,8574,2690,551,56093,58992,4047,5244,3918,594,158783,173197,92920,91414,7728,49396,82,103279,1615,6826,3742,168612,106441,6506,8713,6300,4444,123288,166568,1242,1127,2611,8667,4919,6140,110586,3653,3498,4065,91842,80363,2043,37733,53827,7202,84601,5670,58154,76210,114060,1068,98154,88837
epoch_27,uid_229622,8933,1099,2690,2871,106766,4047,941,3350,102792,88140,6248,166568,4919,159415,2716,81782,6140,58992,136,82,8574,3186,47721,54908,105835,3549,3386,2611,1242,59784,3918,134368,4065,40583,3653,173197,8713,96079,80363,6300,158783,7202,25954,7728,6826,76210,2060,1127,1068,114060,49286,6506,56093,1951,1615,91842,49396,168612,131252,55555,88837,551,594,946,36527,55176,4444,2546,91414,3742
epoch_27,uid_167368,3653,6506,1099,3186,49355,4920,58156,1068,102792,4047,2096,5646,91842,105835,7301,168612,5189,42009,134528,56093,87004,2611,6528,2690,4759,941,3158,6248,166568,8695,82,1615,946,139106,551,156387,8713,27879,168492,8574,134368,8142,3386,27820,25954,3918,2546,3742,183897,149354,6961,60161,1859,6811,4444,1951,1168,3498,136449,7043,27758,1643,103279,55555,123288,80363,7566,56251,2232,76210
epoch_27,uid_21772,1099,941,106766,8933,102792,105835,122892,3186,136469,2716,55176,3386,551,59784,8667,6248,143990,127052,1615,134368,3549,96079,594,25954,82,103279,5189,123288,91414,341,3918,1127,58992,6300,80363,54908,53827,168612,136,166568,3498,158783,8574,131252,2690,4444,120815,7728,2611,143859,173197,3742,6506,33437,8713,49286,136449,91842,106441,99917,60161,1068,6140,7202,33410,3653,58154,27820,30,1809
epoch_27,uid_176555,941,6977,114060,122892,8933,58992,82,4065,2611,3055,6248,6961,2690,96655,58154,6370,81782,80363,594,8574,159415,8755,118700,83976,102792,58156,107141,26172,1859,55555,134528,120815,106766,129362,42021,31184,33437,47202,105835,531,59118,59604,143990,2716,2078,143859,94939,7820,4424,55176,106441,107410,1889,60161,98154,4401,1921,38388,6159,8713,1809,134368,27478,7787,84601,164367,173197,99917,86892,36527
epoch_27,uid_166868,941,59315,8933,1860,7132,1893,131252,102792,40583,105835,4065,3158,81782,6506,423,3742,2611,1068,102716,91842,3549,158783,54256,4383,173197,8667,136,57502,56093,101070,1099,59604,4788,3386,136018,2690,2060,106766,147378,25954,149354,2232,1809,76210,6542,33437,58992,8955,6140,4047,47721,5792,54908,3469,7728,60161,2078,100617,5189,159415,52717,123288,1240,6248,37733,2043,96079,120815,116823,80363
epoch_27,uid_51695,941,8933,49355,1127,131252,106766,122892,1099,3549,136,2716,31502,551,1242,54256,34002,8574,5189,105835,102792,3186,166568,103279,82,136449,149354,58992,7728,81782,2078,134528,6248,4065,92920,6506,594,8713,37733,3918,168612,6826,4919,2611,84273,173197,8695,8667,3386,1615,158783,98154,4205,33410,6140,134368,55176,3498,6481,30,3653,56093,88267,1068,123288,116823,2096,69069,3742,91414,7025
epoch_27,uid_282217,324,941,2611,8574,8933,2871,3742,159415,7202,81782,6235,7566,91414,3549,54908,56093,98154,1,87222,58992,82,102792,136449,1099,143859,1859,4465,4061,120815,3386,3019,6826,1615,6506,30850,4919,49396,4183,5825,56251,60161,1889,40583,96655,26172,27758,25834,166568,4047,4085,32456,54256,2203,2609,3398,180031,57502,6300,134528,6644,6248,2159,162606,7069,2690,6481,51935,4065,27820,8914
epoch_27,uid_188391,8933,941,106766,1099,102792,3186,32456,3549,7132,4047,96079,2716,122892,136,2871,2611,88140,2078,143990,168612,1615,105835,136449,8574,551,2690,134368,3386,6248,7728,103279,4065,6300,6140,58992,120815,31502,173197,54908,6506,56093,3350,6826,134528,25954,1127,164367,4919,2043,91842,1242,114060,6481,3653,91414,6235,80363,594,82,341,3742,1951,3498,98154,8713,5670,37733,96655,8667,7025
epoch_27,uid_246431,8933,1099,941,3742,4047,551,131252,3549,3186,3386,1242,5189,106766,55176,31502,82,58992,134368,49355,96079,7043,8574,6506,173197,3918,8713,158783,103279,88837,531,3653,102792,4444,7728,2546,8667,164367,53827,1127,91414,116823,166568,88267,105835,168612,59369,1615,1859,134528,84273,6722,4085,4065,6826,2716,2611,1809,106441,7919,423,2043,3498,594,6235,108715,6300,58154,8491,114060,56367
epoch_27,uid_92775,8933,1099,941,3186,3549,102792,2871,105835,4047,136,1615,131252,2716,88140,82,96079,166568,134528,8574,3386,56093,54908,58992,103279,173197,2611,6248,2690,7728,106766,6506,168612,91414,3653,88837,2078,134368,158783,3918,1127,156387,8667,6826,4919,92920,6140,1068,594,55176,84601,58154,120815,107410,96655,27820,551,49286,2043,4444,91842,4759,3498,1242,2203,37733,59784,76210,80363,98154,123288
epoch_27,uid_221239,1099,8933,2716,122892,96079,106766,941,102792,54908,8574,168612,6248,3186,30850,4047,166568,1643,341,4061,6235,59784,114060,129354,91414,58156,91842,7728,136,3498,40583,88140,82,3918,49286,103279,1127,84273,131252,3653,5670,1893,105835,4919,3469,345,6506,4444,594,58992,2690,49396,2203,27758,136449,7301,80363,25954,61646,56093,1068,2611,4065,98154,134528,7025,3769,173197,134368,33410,60161
epoch_27,uid_148267,1099,8933,122892,941,106766,4919,7132,3386,80363,3186,105835,102792,134368,168612,158783,6248,3549,25954,91414,96079,4047,6300,1615,3918,2690,136,7728,106441,131252,2716,81782,54908,82,49396,114060,6140,2078,56093,88140,7202,166568,8574,8667,551,2611,4065,3742,55176,6506,1242,5670,156387,96314,37733,4444,84601,34002,59784,58154,6826,173197,1127,49286,4800,594,2197,2203,134528,30,2546
epoch_27,uid_26118,134528,5825,179119,3158,1061,31502,6528,628,34528,56093,127298,3386,26726,25834,2594,71106,3469,97936,3742,170777,946,25769,4408,4759,82,8872,4688,5230,60753,1103,32352,147378,5646,7566,105835,79057,58992,164367,4175,8158,43460,4788,41863,102792,81819,60161,37240,72741,6826,6961,309,513,3071,1754,7044,2939,62849,107130,4356,5932,112515,59604,5670,8491,91414,46322,1859,103339,76210,4506
epoch_27,uid_175652,8933,941,1099,2871,4465,106766,102792,3186,131252,54256,4065,134368,159415,3498,3742,4205,8955,6248,2043,173197,56093,3549,7043,1127,4759,5670,4788,1615,5064,25954,158783,81782,105835,49286,80363,7155,55176,594,7202,84601,1242,71450,3918,127052,164367,30,46839,6140,6777,33410,2546,102716,3653,2690,47721,4800,168612,54908,123288,6300,4919,2611,91414,60161,129362,8667,107410,116161,82,136449
epoch_27,uid_120855,3412,751,3952,279,99470,99149,3943,46322,46572,1180,46772,46855,3937,97866,46970,2528,2529,47044,97395,81,47117,97280,47254,3926,97188,96861,47566,99957,2510,3915,3963,72,4056,42728,101942,4043,42783,43460,4000,101739,44168,294,706,44709,289,101088,3989,2494,101025,713,44937,1202,45081,45208,45335,3964,3918,96655,4473,51498,51540,3742,3735,3727,2577,52321,3712,52443,52458,2582
epoch_27,uid_99370,1099,2871,2716,3549,8933,106766,6506,96079,30850,102792,96655,88140,91414,941,143859,58156,7202,59784,8574,2043,92920,168612,94677,5119,127052,27758,4408,46839,58992,4788,123288,46970,4278,2203,98154,82,594,6644,3386,56251,6826,7728,114060,54908,8641,3186,31502,7025,156387,4065,7301,44613,86892,1615,58154,6457,49286,122892,8713,53827,1168,2690,149354,7938,129354,55555,91842,103279,106441,36527
epoch_27,uid_117610,79541,26270,25773,3364,3359,3357,98124,98122,6197,26236,3224,143859,26386,6163,97395,26554,4921,3128,27033,96832,3365,25741,99112,3398,3679,139130,3678,3660,6248,100244,3598,100106,8873,99917,3553,8932,8973,99437,140816,8981,6235,96811,27246,33312,32387,95175,151687,31903,32371,6040,2721,2690,95088,5993,3055,94931,32452,94864,32460,94677,2607,112138,2582,2785,2786,31364,2801,4945,3045,145150
epoch_27,uid_265869,4465,8933,941,1615,1099,122892,345,2078,3549,2716,2611,105835,31502,88140,81782,2690,531,2871,5189,142492,102792,4047,54908,106766,106441,551,4065,91842,58992,96079,7025,3487,168612,6300,3742,1242,56093,49396,3498,3653,123288,33410,33437,1859,134368,3186,173197,8713,158783,8667,6248,6777,30,92920,7728,8195,3328,58156,3918,6826,5685,156387,8574,49286,2043,6481,6140,136337,53827,4759
